GII Rank (2021),Gender Inequality Index (1990),Gender Inequality Index (1991),Gender Inequality Index (1992),Gender Inequality Index (1993),Gender Inequality Index (1994),Gender Inequality Index (1995),Gender Inequality Index (1996),Gender Inequality Index (1997),Gender Inequality Index (1998),Gender Inequality Index (1999),Gender Inequality Index (2000),Gender Inequality Index (2001),Gender Inequality Index (2002),Gender Inequality Index (2003),Gender Inequality Index (2004),Gender Inequality Index (2005),Gender Inequality Index (2006),Gender Inequality Index (2007),Gender Inequality Index (2008),Gender Inequality Index (2009),Gender Inequality Index (2010),Gender Inequality Index (2011),Gender Inequality Index (2012),Gender Inequality Index (2013),Gender Inequality Index (2014),Gender Inequality Index (2015),Gender Inequality Index (2016),Gender Inequality Index (2017),Gender Inequality Index (2018),Gender Inequality Index (2019),Gender Inequality Index (2020),Gender Inequality Index (2021),"Maternal Mortality Ratio (deaths per 100,000 live births) (1990)","Maternal Mortality Ratio (deaths per 100,000 live births) (1991)","Maternal Mortality Ratio (deaths per 100,000 live births) (1992)","Maternal Mortality Ratio (deaths per 100,000 live births) (1993)","Maternal Mortality Ratio (deaths per 100,000 live births) (1994)","Maternal Mortality Ratio (deaths per 100,000 live births) (1995)","Maternal Mortality Ratio (deaths per 100,000 live births) (1996)","Maternal Mortality Ratio (deaths per 100,000 live births) (1997)","Maternal Mortality Ratio (deaths per 100,000 live births) (1998)","Maternal Mortality Ratio (deaths per 100,000 live births) (1999)","Maternal Mortality Ratio (deaths per 100,000 live births) (2000)","Maternal Mortality Ratio (deaths per 100,000 live births) (2001)","Maternal Mortality Ratio (deaths per 100,000 live births) (2002)","Maternal Mortality Ratio (deaths per 100,000 live births) (2003)","Maternal Mortality Ratio (deaths per 100,000 live births) (2004)","Maternal Mortality Ratio (deaths per 100,000 live births) (2005)","Maternal Mortality Ratio (deaths per 100,000 live births) (2006)","Maternal Mortality Ratio (deaths per 100,000 live births) (2007)","Maternal Mortality Ratio (deaths per 100,000 live births) (2008)","Maternal Mortality Ratio (deaths per 100,000 live births) (2009)","Maternal Mortality Ratio (deaths per 100,000 live births) (2010)","Maternal Mortality Ratio (deaths per 100,000 live births) (2011)","Maternal Mortality Ratio (deaths per 100,000 live births) (2012)","Maternal Mortality Ratio (deaths per 100,000 live births) (2013)","Maternal Mortality Ratio (deaths per 100,000 live births) (2014)","Maternal Mortality Ratio (deaths per 100,000 live births) (2015)","Maternal Mortality Ratio (deaths per 100,000 live births) (2016)","Maternal Mortality Ratio (deaths per 100,000 live births) (2017)","Maternal Mortality Ratio (deaths per 100,000 live births) (2018)","Maternal Mortality Ratio (deaths per 100,000 live births) (2019)","Maternal Mortality Ratio (deaths per 100,000 live births) (2020)","Maternal Mortality Ratio (deaths per 100,000 live births) (2021)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (1990)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (1991)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (1992)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (1993)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (1994)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (1995)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (1996)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (1997)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (1998)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (1999)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2000)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2001)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2002)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2003)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2004)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2005)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2006)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2007)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2008)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2009)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2010)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2011)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2012)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2013)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2014)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2015)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2016)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2017)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2018)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2019)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2020)","Adolescent Birth Rate (births per 1,000 women ages 15-19) (2021)","Labour force participation rate, female (% ages 15 and older) (1990)","Labour force participation rate, female (% ages 15 and older) (1991)","Labour force participation rate, female (% ages 15 and older) (1992)","Labour force participation rate, female (% ages 15 and older) (1993)","Labour force participation rate, female (% ages 15 and older) (1994)","Labour force participation rate, female (% ages 15 and older) (1995)","Labour force participation rate, female (% ages 15 and older) (1996)","Labour force participation rate, female (% ages 15 and older) (1997)","Labour force participation rate, female (% ages 15 and older) (1998)","Labour force participation rate, female (% ages 15 and older) (1999)","Labour force participation rate, female (% ages 15 and older) (2000)","Labour force participation rate, female (% ages 15 and older) (2001)","Labour force participation rate, female (% ages 15 and older) (2002)","Labour force participation rate, female (% ages 15 and older) (2003)","Labour force participation rate, female (% ages 15 and older) (2004)","Labour force participation rate, female (% ages 15 and older) (2005)","Labour force participation rate, female (% ages 15 and older) (2006)","Labour force participation rate, female (% ages 15 and older) (2007)","Labour force participation rate, female (% ages 15 and older) (2008)","Labour force participation rate, female (% ages 15 and older) (2009)","Labour force participation rate, female (% ages 15 and older) (2010)","Labour force participation rate, female (% ages 15 and older) (2011)","Labour force participation rate, female (% ages 15 and older) (2012)","Labour force participation rate, female (% ages 15 and older) (2013)","Labour force participation rate, female (% ages 15 and older) (2014)","Labour force participation rate, female (% ages 15 and older) (2015)","Labour force participation rate, female (% ages 15 and older) (2016)","Labour force participation rate, female (% ages 15 and older) (2017)","Labour force participation rate, female (% ages 15 and older) (2018)","Labour force participation rate, female (% ages 15 and older) (2019)","Labour force participation rate, female (% ages 15 and older) (2020)","Labour force participation rate, female (% ages 15 and older) (2021)","Labour force participation rate, male (% ages 15 and older) (1990)","Labour force participation rate, male (% ages 15 and older) (1991)","Labour force participation rate, male (% ages 15 and older) (1992)","Labour force participation rate, male (% ages 15 and older) (1993)","Labour force participation rate, male (% ages 15 and older) (1994)","Labour force participation rate, male (% ages 15 and older) (1995)","Labour force participation rate, male (% ages 15 and older) (1996)","Labour force participation rate, male (% ages 15 and older) (1997)","Labour force participation rate, male (% ages 15 and older) (1998)","Labour force participation rate, male (% ages 15 and older) (1999)","Labour force participation rate, male (% ages 15 and older) (2000)","Labour force participation rate, male (% ages 15 and older) (2001)","Labour force participation rate, male (% ages 15 and older) (2002)","Labour force participation rate, male (% ages 15 and older) (2003)","Labour force participation rate, male (% ages 15 and older) (2004)","Labour force participation rate, male (% ages 15 and older) (2005)","Labour force participation rate, male (% ages 15 and older) (2006)","Labour force participation rate, male (% ages 15 and older) (2007)","Labour force participation rate, male (% ages 15 and older) (2008)","Labour force participation rate, male (% ages 15 and older) (2009)","Labour force participation rate, male (% ages 15 and older) (2010)","Labour force participation rate, male (% ages 15 and older) (2011)","Labour force participation rate, male (% ages 15 and older) (2012)","Labour force participation rate, male (% ages 15 and older) (2013)","Labour force participation rate, male (% ages 15 and older) (2014)","Labour force participation rate, male (% ages 15 and older) (2015)","Labour force participation rate, male (% ages 15 and older) (2016)","Labour force participation rate, male (% ages 15 and older) (2017)","Labour force participation rate, male (% ages 15 and older) (2018)","Labour force participation rate, male (% ages 15 and older) (2019)","Labour force participation rate, male (% ages 15 and older) (2020)","Labour force participation rate, male (% ages 15 and older) (2021)"
73.0,0.439,0.432,0.434,0.43,0.427,0.421,0.408,0.403,0.386,0.378,0.369,0.363,0.358,0.338,0.332,0.328,0.315,0.321,0.325,0.33,0.333,0.329,0.323,0.318,0.313,0.312,0.309,0.31,0.309,0.307,0.307,0.303,63.0,63.0,64.0,62.0,61.0,59.0,56.0,52.0,52.0,48.0,46.0,44.0,41.0,41.0,40.0,41.0,38.0,38.0,40.0,40.0,41.0,38.0,39.0,40.0,39.0,38.0,37.0,36.0,36.0,36.0,36.0,36.0,77.793,68.314,66.73,62.344,61.139,59.506,53.524,54.788,50.969,50.492,47.865,46.732,47.209,45.658,44.258,42.542,40.429,44.143,51.481,55.673,55.976,57.664,52.634,51.297,49.249,50.275,49.205,51.207,53.938,52.618,51.493,48.82,37.981,36.975,35.897,34.497,34.571,34.782,35.506,35.752,35.745,36.28,36.832,37.117,37.3,37.72,38.293,39.296,40.349,40.953,41.246,42.421,41.905,41.68,41.885,42.056,42.044,42.347,42.226,42.234,42.287,42.176,39.711,40.285,68.787,68.864,68.947,69.069,69.023,68.981,68.823,68.784,68.805,68.728,68.607,68.547,68.451,68.292,68.128,67.926,67.748,67.692,67.725,69.102,68.423,69.831,69.846,69.87,69.951,69.975,70.137,70.272,70.398,70.558,67.769,68.454
35.0,0.361,0.355,0.36,0.331,0.331,0.316,0.285,0.267,0.27,0.255,0.239,0.174,0.166,0.163,0.138,0.142,0.133,0.123,0.125,0.131,0.13,0.137,0.138,0.131,0.117,0.117,0.101,0.105,0.11,0.109,0.104,0.123,12.0,12.0,14.0,12.0,15.0,15.0,12.0,13.0,13.0,13.0,14.0,9.0,10.0,9.0,9.0,12.0,9.0,8.0,9.0,8.0,8.0,8.0,7.0,6.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,35.111,33.394,32.158,25.787,21.583,18.077,15.003,11.004,11.994,9.925,10.351,8.942,8.121,7.79,8.235,7.277,6.817,5.922,6.257,6.116,6.133,5.98,6.033,5.364,5.293,5.446,6.04,6.608,7.142,6.955,6.896,6.827,41.909,42.557,42.991,43.702,44.415,45.127,45.842,46.555,47.266,47.975,48.68,51.342,52.009,53.391,53.064,52.891,54.021,55.511,55.635,56.427,57.585,57.201,56.662,56.791,58.342,57.509,56.179,56.646,57.213,57.3,56.414,56.648,76.337,76.784,75.388,74.967,74.541,74.106,73.669,73.224,72.77,72.307,71.836,71.97,71.606,72.803,72.842,73.33,72.943,73.228,72.818,71.116,71.066,70.391,70.305,69.896,69.218,67.116,66.39,66.665,67.645,68.689,69.065,68.766
34.0,0.29,0.293,0.284,0.276,0.249,0.229,0.214,0.205,0.197,0.188,0.176,0.165,0.163,0.154,0.153,0.152,0.151,0.156,0.154,0.156,0.139,0.138,0.142,0.145,0.146,0.139,0.138,0.133,0.129,0.124,0.125,0.12,13.0,13.0,12.0,11.0,10.0,10.0,9.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,40.665,43.043,42.654,42.308,33.077,25.625,20.982,18.894,17.235,15.562,13.349,11.656,11.476,11.214,11.176,10.963,10.782,11.164,11.564,11.979,11.975,11.922,12.554,12.234,12.123,11.626,11.62,11.523,10.59,9.851,9.839,9.709,52.376,52.349,52.345,52.338,52.583,52.332,51.825,51.564,51.661,51.907,51.503,51.11,50.749,50.849,50.489,50.669,50.567,49.781,49.333,49.548,49.322,49.464,50.036,50.914,50.858,51.247,51.865,52.294,52.782,52.598,51.823,51.668,71.131,71.303,71.306,71.298,71.434,71.463,71.437,70.561,70.257,70.002,69.286,68.829,68.838,68.248,68.085,68.722,68.573,68.341,68.218,68.325,68.042,67.512,67.685,68.076,68.198,68.015,68.386,68.545,68.723,68.54,68.137,68.064
19.0,0.183,0.172,0.162,0.152,0.144,0.14,0.14,0.139,0.136,0.127,0.133,0.129,0.121,0.114,0.107,0.108,0.105,0.105,0.103,0.098,0.096,0.09,0.087,0.078,0.078,0.078,0.085,0.087,0.083,0.079,0.077,0.073,10.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,20.707,19.012,16.719,14.664,13.096,12.398,12.554,12.505,11.968,12.249,13.698,13.649,12.894,11.995,11.329,10.954,10.721,10.674,10.564,9.948,9.687,8.996,8.546,8.075,8.114,8.318,9.511,8.618,8.004,7.524,7.417,7.465,45.352,48.097,47.859,47.614,47.794,47.698,47.857,48.209,48.432,48.996,48.873,49.313,49.376,49.757,49.453,51.123,52.001,52.428,52.537,52.935,53.041,53.991,54.024,54.583,54.774,54.719,55.669,55.927,55.968,56.593,56.838,56.843,71.957,71.805,70.594,69.96,69.43,68.595,68.17,67.891,67.65,67.416,66.678,66.23,65.711,65.392,64.77,66.179,66.347,66.273,66.332,66.209,66.046,66.516,66.433,66.411,66.324,65.88,66.595,66.724,66.812,67.456,66.54,66.041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.0,613.0,631.0,587.0,599.0,569.0,553.0,544.0,535.0,526.0,507.0,490.0,470.0,449.0,426.0,393.0,361.0,335.0,320.0,299.0,283.0,272.0,262.0,256.0,256.0,247.0,246.0,248.0,248.0,248.0,248.0,248.0,46.119,45.078,44.18,43.857,42.22,40.737,39.721,37.513,35.705,34.844,33.891,32.88,31.0,29.184,27.691,26.016,25.421,25.048,24.296,24.647,24.833,24.679,24.386,24.107,23.599,23.267,23.038,22.961,22.629,22.716,22.776,22.722,14.223,14.215,14.28,14.398,14.514,14.594,14.712,14.788,14.846,14.935,15.075,15.182,15.335,15.511,15.672,15.807,16.025,16.223,16.422,16.632,16.85,16.967,17.081,17.191,17.306,17.433,17.495,17.603,17.732,17.848,17.142,17.218,58.089,58.14,57.896,57.454,57.025,56.739,56.324,56.054,55.853,55.577,55.152,54.918,54.556,54.065,53.475,52.798,51.716,50.573,49.439,48.402,47.523,47.046,46.704,46.449,46.203,45.918,45.72,45.442,45.125,44.83,44.236,44.147
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.477,88.766,90.066,84.307,74.741,62.072,59.427,61.651,59.445,64.542,59.459,62.726,56.67,54.04,53.232,51.08,51.981,50.561,48.688,46.926,45.981,45.573,44.585,43.492,42.372,41.114,39.635,39.105,39.348,39.325,39.022,38.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.09,0.09,0.094,0.091,0.093,0.093,0.087,0.089,0.079,0.077,0.075,0.071,0.062,0.058,0.055,0.055,0.056,0.054,0.056,0.051,0.049,0.044,0.042,0.039,0.035,0.035,0.034,0.027,0.022,0.016,0.013,0.013,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.331,9.384,10.203,9.785,9.886,9.461,8.783,9.152,8.665,8.432,8.169,7.601,6.481,5.899,5.594,5.521,5.714,5.592,5.835,5.444,5.022,4.643,4.499,4.247,3.834,3.561,3.511,2.893,2.495,2.123,1.893,1.908,61.437,61.684,62.386,61.849,58.288,57.459,58.749,59.015,59.506,60.032,60.217,59.655,60.232,59.721,60.38,60.387,60.925,60.649,59.899,59.639,58.845,58.584,58.142,57.59,57.013,56.73,57.558,57.613,57.565,57.988,57.752,57.721,75.092,74.241,74.076,73.119,70.718,72.046,71.905,72.116,71.075,71.792,71.067,70.854,71.251,71.451,71.68,71.097,71.105,70.938,70.427,69.288,68.294,67.644,66.591,65.349,65.612,66.02,65.837,65.923,66.176,66.858,66.393,66.653
106.0,0.58,0.576,0.572,0.568,0.563,0.557,0.55,0.543,0.518,0.511,0.504,0.501,0.493,0.494,0.496,0.494,0.488,0.493,0.492,0.498,0.491,0.487,0.482,0.478,0.477,0.471,0.457,0.454,0.451,0.443,0.434,0.429,161.0,153.0,146.0,138.0,129.0,121.0,112.0,104.0,97.0,88.0,80.0,75.0,75.0,76.0,81.0,83.0,86.0,90.0,92.0,95.0,96.0,95.0,94.0,94.0,94.0,94.0,94.0,95.0,95.0,95.0,95.0,95.0,116.527,115.197,115.268,118.224,117.187,113.864,113.015,111.364,110.02,111.036,112.23,112.017,110.884,109.873,105.859,103.28,101.253,102.863,105.496,104.701,109.433,109.026,106.089,100.151,97.477,95.116,91.817,87.909,83.874,78.455,68.278,65.629,35.113,35.14,35.985,36.531,36.688,37.115,37.567,38.281,38.831,39.317,39.689,38.318,39.973,39.091,39.058,39.676,40.479,40.161,41.752,38.852,41.594,43.587,45.135,45.019,45.303,48.096,48.761,48.96,50.23,52.51,47.349,49.577,78.642,78.562,78.427,78.32,78.253,78.157,78.06,77.919,77.786,77.65,77.521,76.407,75.278,74.231,74.662,73.557,74.115,74.271,73.465,72.157,71.914,72.842,73.853,73.666,73.919,76.099,76.328,75.982,77.529,78.089,73.59,75.162
126.0,0.7,0.698,0.694,0.689,0.685,0.675,0.662,0.648,0.624,0.611,0.598,0.59,0.56,0.557,0.556,0.551,0.545,0.529,0.523,0.518,0.519,0.516,0.437,0.438,0.439,0.429,0.428,0.44,0.439,0.437,0.44,0.499,229.0,222.0,217.0,213.0,210.0,206.0,190.0,190.0,182.0,168.0,161.0,155.0,148.0,145.0,134.0,127.0,122.0,119.0,117.0,117.0,115.0,116.0,116.0,115.0,114.0,114.0,113.0,112.0,112.0,112.0,112.0,112.0,24.322,24.699,24.131,22.844,22.005,19.071,16.71,13.331,11.238,10.14,9.302,8.797,8.632,8.838,8.96,9.214,9.376,9.455,9.095,9.635,10.288,11.134,11.95,12.684,12.771,11.888,12.731,12.872,12.654,12.303,12.057,11.714,10.923,11.042,11.163,11.313,11.475,11.647,11.824,11.963,12.105,12.25,12.4,12.557,12.718,12.882,13.05,13.221,13.396,13.574,13.756,13.94,14.178,14.375,15.823,16.602,15.619,16.3,16.945,16.819,16.692,16.6,15.445,15.684,76.461,76.849,76.943,77.423,77.774,77.656,77.486,76.782,76.079,75.382,74.69,74.019,73.349,72.68,72.011,71.338,70.662,69.985,69.305,68.61,68.948,65.655,67.9,69.51,66.397,66.832,66.51,66.574,66.626,66.726,64.023,64.48
85.0,0.61,0.609,0.604,0.603,0.598,0.594,0.592,0.586,0.505,0.502,0.505,0.502,0.499,0.489,0.479,0.479,0.452,0.449,0.447,0.433,0.432,0.431,0.424,0.404,0.396,0.388,0.376,0.376,0.375,0.37,0.366,0.362,191.0,194.0,187.0,181.0,167.0,153.0,146.0,132.0,137.0,131.0,122.0,117.0,110.0,100.0,94.0,94.0,90.0,85.0,82.0,80.0,78.0,76.0,71.0,67.0,65.0,63.0,61.0,59.0,59.0,59.0,59.0,59.0,88.897,87.847,84.272,85.188,87.052,88.927,90.547,89.727,91.693,91.5,88.773,88.083,88.435,88.523,87.349,86.874,87.164,89.208,90.694,92.019,91.858,91.278,90.001,84.146,80.124,79.692,75.1,72.683,71.383,67.77,63.944,63.163,47.061,47.434,47.488,47.525,47.909,47.999,48.004,48.459,51.623,51.123,50.621,50.117,49.61,49.102,52.673,51.861,52.646,51.904,51.978,49.619,47.969,47.026,48.041,48.092,47.656,51.881,55.386,56.155,54.466,54.393,48.293,53.344,79.362,79.38,79.294,79.203,79.226,79.153,79.071,80.169,81.265,81.359,81.453,81.548,81.643,81.738,82.436,82.278,83.441,81.825,81.313,78.597,77.595,76.743,77.065,76.633,77.803,79.643,80.137,80.328,79.042,78.153,72.076,76.519
109.0,0.665,0.659,0.65,0.646,0.638,0.635,0.633,0.635,0.63,0.627,0.617,0.603,0.607,0.583,0.57,0.575,0.573,0.56,0.562,0.556,0.557,0.553,0.579,0.572,0.567,0.563,0.443,0.438,0.456,0.468,0.445,0.443,125.0,117.0,108.0,101.0,97.0,88.0,88.0,87.0,78.0,73.0,64.0,63.0,60.0,57.0,54.0,52.0,50.0,47.0,45.0,45.0,45.0,42.0,42.0,40.0,39.0,39.0,38.0,37.0,37.0,37.0,37.0,37.0,80.932,78.637,77.542,72.693,69.087,67.189,64.587,63.389,60.782,60.291,58.95,56.768,54.671,54.79,54.639,55.676,56.623,57.158,56.959,57.263,58.306,58.103,58.469,59.123,58.101,56.931,52.246,50.624,49.099,46.431,45.672,44.767,22.273,22.282,23.096,22.412,23.232,21.863,21.161,20.478,19.811,20.641,20.534,20.457,18.298,19.027,19.777,20.549,21.344,23.401,21.952,22.966,23.233,22.569,22.545,23.054,23.202,22.848,23.154,22.261,18.483,15.9,15.423,15.385,71.549,71.629,71.699,73.747,74.852,74.262,73.664,73.064,72.455,74.669,72.154,69.6,68.242,69.349,70.444,71.529,72.606,72.445,73.112,72.782,75.441,74.941,74.37,73.768,72.986,71.064,70.168,67.725,68.18,68.482,66.973,67.088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810.0,1780.0,1730.0,1670.0,1580.0,1470.0,1370.0,1300.0,1310.0,1290.0,1280.0,1180.0,1130.0,1060.0,938.0,804.0,705.0,635.0,605.0,583.0,567.0,558.0,549.0,540.0,530.0,518.0,498.0,480.0,480.0,480.0,480.0,480.0,98.8,99.266,100.902,103.63,108.492,104.896,102.475,97.522,92.597,87.32,85.114,84.525,84.573,84.099,83.737,82.963,81.005,78.804,77.17,75.818,74.322,73.038,72.016,71.129,70.997,70.691,69.786,68.296,66.639,65.921,64.78,64.356,72.32,72.195,72.081,71.98,71.891,71.816,71.887,71.977,72.083,72.194,72.297,72.587,72.866,73.133,73.387,73.623,73.612,73.59,73.556,73.504,73.442,73.297,73.169,73.057,72.958,72.873,72.917,72.936,72.955,73.004,67.95,70.183,88.87,89.309,89.734,90.141,90.519,90.849,90.628,90.329,89.969,89.594,89.248,88.307,87.433,86.625,85.877,85.203,85.235,85.299,85.401,85.549,85.726,86.136,86.497,86.816,87.1,87.346,87.209,87.146,87.083,86.932,82.578,83.622
14.0,0.188,0.181,0.17,0.162,0.151,0.144,0.141,0.141,0.142,0.152,0.129,0.134,0.131,0.132,0.123,0.124,0.125,0.128,0.122,0.112,0.105,0.095,0.089,0.084,0.079,0.074,0.07,0.068,0.062,0.056,0.056,0.057,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.679,10.726,9.877,9.081,8.255,7.701,7.561,7.822,8.046,8.717,9.285,9.934,10.219,10.843,11.121,11.565,12.191,13.021,13.372,11.98,10.888,9.757,9.079,8.381,8.073,7.628,7.255,6.932,6.184,5.941,5.979,6.281,32.471,32.46,34.562,35.094,36.311,36.777,37.293,38.046,38.384,39.074,40.668,39.533,42.11,43.617,44.999,46.501,47.918,48.976,50.365,51.462,52.161,52.819,53.444,53.384,53.115,53.134,53.05,52.631,52.419,52.689,51.613,52.654,65.737,64.999,66.077,65.582,65.039,64.159,64.213,64.343,64.56,64.854,65.529,65.295,65.999,66.785,67.174,68.117,68.381,68.552,68.711,67.836,67.341,66.819,66.335,65.625,65.047,64.837,64.292,63.891,63.719,63.428,62.071,62.412
28.0,0.391,0.389,0.384,0.385,0.4,0.374,0.353,0.333,0.326,0.281,0.279,0.268,0.258,0.235,0.226,0.225,0.221,0.227,0.21,0.196,0.166,0.179,0.166,0.154,0.163,0.13,0.126,0.106,0.103,0.092,0.095,0.1,42.0,41.0,40.0,46.0,61.0,46.0,37.0,32.0,33.0,29.0,29.0,27.0,25.0,20.0,18.0,18.0,16.0,17.0,14.0,14.0,11.0,13.0,12.0,10.0,11.0,10.0,11.0,9.0,9.0,9.0,9.0,9.0,54.371,53.048,49.861,43.736,40.23,37.557,34.911,30.702,27.14,26.11,26.095,24.47,23.131,22.042,22.436,22.504,23.587,25.84,25.163,22.74,19.482,17.428,16.332,16.371,15.38,12.848,10.899,9.813,9.404,8.687,8.829,8.764,66.644,64.973,61.946,59.999,59.654,57.916,56.141,54.345,52.536,51.529,52.638,52.332,51.16,52.409,53.291,53.595,54.771,54.041,54.716,54.679,55.086,55.664,55.398,55.39,54.574,55.914,56.348,57.049,57.363,57.62,57.559,57.453,81.887,80.863,79.109,76.634,76.368,74.694,72.925,71.079,69.163,67.132,66.452,65.287,64.442,66.791,65.964,64.878,67.639,68.306,68.72,67.904,66.933,67.991,68.323,68.367,68.86,69.44,70.522,71.374,71.267,70.605,70.596,70.169
129.0,,,,,,,,,,,,0.7,0.697,0.691,0.687,0.639,0.63,0.623,0.617,0.609,0.596,0.592,0.581,0.571,0.565,0.536,0.53,0.525,0.525,0.526,0.526,0.52,1280.0,1180.0,1140.0,1110.0,1080.0,1050.0,1030.0,1000.0,994.0,1030.0,1030.0,988.0,985.0,972.0,929.0,865.0,795.0,731.0,681.0,638.0,597.0,558.0,527.0,498.0,472.0,446.0,422.0,401.0,401.0,401.0,401.0,401.0,173.019,168.8,153.875,161.144,156.964,152.086,160.396,150.38,147.267,153.005,143.402,149.561,145.425,134.636,135.105,134.355,125.829,119.708,113.013,102.642,100.744,99.336,89.327,80.918,79.701,76.59,74.23,71.878,71.267,71.691,70.643,69.221,66.594,66.57,66.559,66.558,66.565,67.354,68.125,68.886,69.637,70.377,71.105,71.826,72.534,73.23,73.914,74.588,74.549,74.511,74.472,74.433,74.393,74.353,74.312,74.273,74.369,74.468,74.551,74.639,74.729,74.817,71.029,72.335,89.404,89.489,89.552,89.591,89.604,89.614,89.614,89.616,89.618,89.62,89.624,89.632,89.639,89.647,89.656,89.667,89.514,89.359,89.201,89.039,88.873,88.704,88.532,88.358,88.033,87.709,87.445,87.171,86.896,86.632,84.112,84.683
6.0,0.108,0.104,0.1,0.095,0.093,0.092,0.097,0.087,0.086,0.082,0.084,0.089,0.092,0.088,0.087,0.083,0.077,0.071,0.07,0.069,0.07,0.064,0.063,0.061,0.061,0.054,0.048,0.042,0.037,0.031,0.032,0.033,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12.122,11.478,10.852,10.038,9.81,9.919,10.994,9.211,9.099,9.331,9.699,10.455,11.112,10.624,10.495,9.921,9.133,8.735,8.491,8.32,8.295,7.806,7.648,7.475,7.254,6.282,5.504,4.856,4.328,4.092,4.092,4.159,58.981,57.718,56.328,55.492,54.777,56.249,54.592,54.834,55.1,56.146,56.188,56.533,56.857,56.526,56.309,56.749,57.046,57.355,57.369,56.945,56.008,55.786,55.968,55.517,55.466,55.595,54.99,55.189,55.879,55.789,55.25,56.46,71.941,70.318,68.75,67.852,66.927,66.348,64.49,65.839,65.815,65.805,66.208,66.224,66.057,65.825,65.059,64.976,65.253,65.353,65.826,64.233,64.127,64.253,63.727,62.945,62.584,62.443,62.398,62.738,63.158,63.208,62.969,64.029
