Difference from HDI value (%) (1990),Difference from HDI value (%) (1991),Difference from HDI value (%) (1992),Difference from HDI value (%) (1993),Difference from HDI value (%) (1994),Difference from HDI value (%) (1995),Difference from HDI value (%) (1996),Difference from HDI value (%) (1997),Difference from HDI value (%) (1998),Difference from HDI value (%) (1999),Difference from HDI value (%) (2000),Difference from HDI value (%) (2001),Difference from HDI value (%) (2002),Difference from HDI value (%) (2003),Difference from HDI value (%) (2004),Difference from HDI value (%) (2005),Difference from HDI value (%) (2006),Difference from HDI value (%) (2007),Difference from HDI value (%) (2008),Difference from HDI value (%) (2009),Difference from HDI value (%) (2010),Difference from HDI value (%) (2011),Difference from HDI value (%) (2012),Difference from HDI value (%) (2013),Difference from HDI value (%) (2014),Difference from HDI value (%) (2015),Difference from HDI value (%) (2016),Difference from HDI value (%) (2017),Difference from HDI value (%) (2018),Difference from HDI value (%) (2019),Difference from HDI value (%) (2020),Difference from HDI value (%) (2021)
2.131782946,1.934235977,1.919385797,1.897533207,1.886792453,1.865671642,2.040816327,2.022058824,2.087286528,2.0,2.158273381,2.325581395,2.486678508,2.821869489,2.797202797,2.59965338,2.753872633,2.901023891,2.876480541,2.693602694,2.512562814,2.666666667,2.671118531,2.653399668,2.640264026,2.77324633,2.588996764,2.755267423,3.565640194,3.639240506,3.542673108,3.542673108
,,,,,7.443820225,7.596685083,9.289617486,9.973045822,10.01335113,9.090909091,10.14304291,11.06821107,13.15453384,12.81407035,13.96508728,14.79654747,15.21472393,15.05507956,13.35784314,12.18026797,13.19612591,10.96385542,10.7398568,10.10701546,10.43890866,10.96698113,10.91549296,10.86448598,11.03368177,10.99415205,10.95571096
2.097902098,2.07852194,1.83908046,1.376146789,1.152073733,1.126126126,1.333333333,1.318681319,1.304347826,1.502145923,1.489361702,1.483050847,1.680672269,1.659751037,1.461377871,1.428571429,1.417004049,1.402805611,1.391650099,1.377952756,1.385681293,1.3671875,1.353965184,1.343570058,1.523809524,1.323251418,1.315789474,1.484230056,1.293900185,1.289134438,1.296296296,1.308411215
11.11111111,11.46853147,10.08403361,10.52631579,10.94391245,10.20408163,10.39136302,10.94793057,11.11111111,11.40235911,10.86675291,11.12531969,11.25158028,11.52882206,12.60923845,14.26799007,12.77641278,11.750306,12.0291616,10.66666667,9.903381643,9.638554217,9.025270758,9.404761905,10.14319809,9.785202864,9.964412811,10.17751479,10.60070671,10.78546307,10.71849234,10.75650118
2.091254753,2.255639098,2.407407407,2.554744526,2.688172043,2.811950791,2.941176471,2.886247878,2.222222222,2.372881356,2.521008403,2.814569536,2.777777778,2.898550725,3.069466882,3.164556962,3.286384977,3.576982893,3.560371517,3.500761035,3.765060241,4.172876304,4.572271386,4.39238653,4.512372635,4.604316547,4.577968526,4.545454545,4.788732394,4.888268156,4.654442877,4.680851064
1.843317972,2.059496568,2.036199095,2.01793722,1.991150442,1.965065502,2.145922747,2.123142251,2.092050209,2.263374486,2.240325866,2.217741935,2.186878728,2.325581395,2.285714286,2.247191011,2.394106814,2.712477396,2.857142857,2.831858407,3.130434783,3.231292517,3.344481605,3.294892916,3.392568659,3.497615262,3.599374022,3.571428571,3.720930233,3.875968992,3.738317757,3.791469194
16.96065129,23.41857335,23.56857523,22.5,23.47600519,24.45302445,26.62420382,26.70025189,22.53012048,31.78016726,31.75914994,34.03508772,34.375,32.98969072,32.91713961,34.68468468,38.15937149,34.70982143,29.810901,24.46927374,18.69469027,17.40576497,17.82945736,17.73127753,18.05251641,19.02702703,21.20559742,20.55674518,23.26574173,28.45010616,27.88971368,27.83068783
6.15640599,6.451612903,6.379585327,6.309148265,6.40625,6.800618238,6.870229008,6.64652568,7.174887892,7.828655835,7.737226277,8.225108225,8.131241084,8.806818182,9.41011236,9.205020921,10.31636864,10.91405184,10.74829932,11.38211382,11.40939597,11.67108753,12.36979167,11.44343303,11.51358344,10.95360825,10.94147583,11.53358682,12.07115629,12.51596424,12.61261261,12.53229974
3.977272727,4.032258065,5.72519084,4.95412844,5.156537753,4.887218045,4.900181488,5.555555556,6.830122592,7.216494845,7.809847199,8.22147651,5.852842809,5.18134715,7.3089701,6.435643564,5.298013245,4.283360791,5.136436597,6.793048973,6.09375,6.163328197,6.363636364,6.896551724,6.417910448,6.074074074,7.216494845,7.445255474,8.959537572,9.626436782,9.278350515,9.329446064
38.47102343,33.94160584,40.2173913,41.37515078,37.24550898,36.8547419,35.56085919,36.04240283,39.65116279,38.51508121,33.86911596,31.74061433,29.23250564,30.3030303,33.96648045,43.39622642,48.61572536,47.30473047,42.68292683,34.33333333,33.92461197,35.74561404,40.93376764,41.65769645,41.68443497,42.64550265,46.51898734,49.16142558,39.52033368,35.41666667,33.96029258,33.99374348
18.93265565,20.42875158,20.8281054,21.39303483,17.57425743,17.87916153,19.92665037,20.12121212,20.76830732,20.57074911,22.63033175,20.87264151,21.19437939,19.18128655,17.83216783,17.20554273,17.96338673,17.62711864,17.62711864,15.97300337,17.33780761,18.39464883,18.81959911,17.80973451,17.73127753,19.03190319,17.85323111,18.5387132,19.15125136,19.65255157,19.08396947,19.04243743
14.52442159,15.19795658,15.20912548,13.96226415,14.30348259,14.81481481,14.70588235,14.92718447,16.04342581,16.64670659,16.2901308,16.25441696,16.76436108,16.8997669,16.87861272,17.16589862,17.5257732,16.98973774,15.03416856,12.98405467,13.26530612,12.88135593,11.55152888,10.88435374,10.41902605,10.430839,10.59751973,10.58558559,9.966405375,9.587513935,9.223847019,9.162011173
6.828528073,6.344410876,6.184012066,6.146926537,6.586826347,6.87593423,7.324364723,7.335329341,7.057057057,7.046476762,7.680722892,7.726597325,8.124076809,8.345752608,8.005822416,7.826086957,8.213256484,7.890961263,8.285714286,6.142857143,5.965909091,6.488011283,6.872370266,6.722689076,6.302521008,6.311360449,6.320224719,6.433566434,6.424581006,6.675938804,6.451612903,6.488011283
6.752411576,5.92,7.692307692,7.488299532,7.608695652,6.912442396,6.870229008,7.56429652,5.855855856,5.961251863,6.342182891,6.423357664,8.23699422,8.309455587,8.885754584,7.82122905,7.756232687,7.956104252,8.174386921,7.934336525,7.034482759,6.93481276,6.65742025,6.258692629,5.980528512,5.849582173,5.292479109,5.849582173,5.394190871,5.089408528,5.117565698,5.138888889
17.15976331,17.78563015,17.41176471,17.54385965,18.35075494,18.65585168,18.0875576,17.7956372,16.8771527,17.20183486,17.55986317,17.95454545,17.57369615,17.64705882,17.68018018,17.99775028,17.93721973,17.4301676,17.09497207,15.06696429,16.03563474,17.35261402,17.90055249,18.02197802,17.61487965,16.44880174,15.85233442,15.835141,15.38461538,14.82683983,14.40953413,14.37837838
,22.60479042,19.94002999,16.59125189,15.37290715,14.65648855,14.56752656,13.87631976,13.36336336,10.58122206,12.20588235,12.94964029,13.59773371,16.57381616,18.90410959,23.13937754,26.06382979,28.10026385,24.6701847,25.75558476,24.90221643,24.0,25.67049808,28.78787879,30.03754693,32.54658385,29.44099379,28.36004932,27.88697789,27.59462759,27.27272727,27.25030826
1.898734177,1.687763713,1.691331924,1.486199575,1.479915433,1.684210526,1.467505241,1.467505241,1.878914405,1.666666667,1.871101871,1.855670103,1.649484536,1.616161616,1.57480315,1.744186047,1.714285714,2.063789869,2.226345083,2.226345083,2.201834862,2.181818182,2.355072464,2.346570397,2.329749104,2.673796791,2.636203866,2.622377622,2.426343154,2.409638554,2.422145329,2.434782609
,3.955696203,5.144694534,4.433497537,3.214890017,2.896081772,2.861952862,2.985074627,3.448275862,3.084415584,3.05958132,3.015873016,3.803486529,4.84375,5.132192846,3.726708075,3.692307692,4.268292683,4.848484848,4.223227753,3.915662651,4.511278195,5.185185185,5.131964809,5.668604651,5.362318841,5.194805195,5.316091954,5.58739255,4.871060172,4.934687954,4.913294798
1.587301587,1.566579634,1.550387597,1.538461538,1.530612245,1.511335013,1.75,1.732673267,1.71990172,1.682692308,1.647058824,1.587301587,1.518438178,1.684210526,1.844262295,1.603206413,1.764705882,1.727447217,2.083333333,2.434456929,3.333333333,2.554744526,2.522522523,2.669039146,2.460456942,2.613240418,2.925989673,3.071672355,3.045685279,3.344481605,3.355704698,3.372681282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.17639077,11.64658635,12.4668435,12.5819135,14.10090556,15.58109834,16.01513241,16.50124069,12.43781095,14.84662577,16.12121212,16.20648259,16.19047619,17.06161137,17.6056338,18.02325581,18.59122402,19.51779564,18.74285714,17.10376283,18.65168539,19.64285714,19.28651059,19.08990011,19.09492274,19.14191419,19.18859649,19.86899563,19.58650707,19.50162514,18.76355748,18.7027027
32.17270195,25.44117647,32.59587021,56.02836879,61.11869031,70.48748353,72.37851662,69.46564885,61.47021546,49.9364676,51.96950445,48.39948784,49.10714286,55.61160151,65.2446675,61.27819549,61.45181477,60.34912718,58.11648079,52.4691358,46.86346863,44.63414634,47.09443099,41.39194139,38.88213852,43.13253012,45.0180072,42.15568862,45.33492823,47.07985697,45.49878345,45.60770156
2.222222222,1.941747573,2.158273381,2.122641509,2.314814815,2.304147465,2.237136465,2.202643172,2.173913043,1.931330472,2.340425532,2.31092437,2.272727273,2.231237323,2.4,2.352941176,2.348336595,2.666666667,2.819548872,2.946593002,3.448275862,2.841918295,3.496503497,3.608247423,3.885135135,5.008347245,5.629139073,5.930807249,6.425041186,7.868852459,7.894736842,7.907742998
,,,,,,,,,,,,,,,9.362279512,9.673024523,8.909574468,10.78947368,12.38591917,12.33766234,12.45136187,12.07349081,11.5942029,10.66666667,10.0536193,9.690444145,9.733333333,8.933333333,8.590604027,8.539944904,8.498583569
,,,,,,,,,1.763224181,1.598173516,1.354401806,1.342281879,1.421800948,3.686635945,2.517162471,2.257336343,1.5625,1.766004415,1.754385965,1.739130435,1.724137931,1.70212766,1.684210526,1.694915254,1.902748414,1.882845188,1.871101871,1.449275362,1.446280992,1.458333333,1.455301455
10.21021021,12.40768095,10.42584435,11.69590643,11.61103048,10.51873199,10.30042918,9.659090909,9.773371105,9.026798307,9.129213483,8.519553073,8.659217877,8.839779006,8.891928865,9.659863946,8.930987821,8.636977058,10.12145749,11.11111111,10.96075778,9.710144928,13.08539945,12.4301676,14.87839771,10.58655222,10.05747126,11.20448179,13.01939058,13.29639889,12.80227596,12.81337047
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.943396226,1.092043682,1.384615385,1.367781155,1.508295626,1.501501502,1.636904762,1.622418879,1.610541728,1.591895803,1.744186047,1.739130435,1.873198847,2.00286123,1.903367496,1.971830986,2.240896359,2.503477051,2.635228849,2.244039271,2.442333786,3.360215054,3.195739015,2.116402116,3.289473684,3.534031414,2.868318123,4.150453956,2.706185567,2.827763496,2.692307692,2.685421995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.65980796,13.30532213,21.80774749,14.43001443,13.40941512,12.9707113,13.52459016,16.12903226,15.67065073,14.49086162,14.69072165,17.81170483,17.5,17.67614339,16.40146879,16.76792224,20.72289157,24.88095238,17.52085816,18.88361045,20.61248528,21.386604,21.54566745,22.53193961,20.53364269,21.08294931,22.03196347,21.47727273,22.39819005,22.41183163,22.4
39.69465649,41.33165829,41.625,40.24691358,38.94993895,33.13106796,31.85096154,31.82359952,32.86052009,39.83739837,37.15277778,36.93901036,38.5583524,43.069874,50.34013605,55.42986425,50.50847458,49.26719278,40.88888889,35.35911602,37.93859649,39.10186199,41.15720524,42.7795874,39.63282937,35.95628415,33.04442037,33.07943417,31.12798265,32.68608414,30.62770563,30.64516129
,12.65474553,20.25495751,14.05797101,11.79039301,10.34482759,10.12658228,10.11080332,12.41473397,11.66219839,11.37566138,10.82138201,11.95372751,12.19822109,13.14142678,15.22277228,16.3190184,19.3902439,17.6541717,14.04358354,14.44174757,15.28279182,17.28691477,16.48873072,17.96690307,16.47058824,17.19298246,17.3255814,17.66743649,17.33639495,17.10677382,17.03360371
2.460850112,2.428256071,2.625820569,2.375809935,2.736842105,2.719665272,2.857142857,2.834008097,2.994011976,2.935420744,2.687140115,3.007518797,2.95202952,3.079710145,3.214285714,4.05643739,4.188481675,4.30292599,4.421768707,4.713804714,4.809286899,4.885993485,4.967948718,4.881889764,4.658385093,4.434250765,4.236006051,4.47761194,4.437869822,4.545454545,4.565537555,4.538799414
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18.01242236,11.70886076,10.56782334,9.283387622,9.061488673,8.427876823,9.584664537,5.095541401,3.169572108,3.432137285,3.987730061,7.993966817,9.495548961,8.905109489,3.309352518,3.267045455,3.366058906,3.87275242,3.457814661,3.287671233,3.39673913,2.834008097,2.815013405,2.933333333,2.670226969,2.645502646,2.875816993,2.604166667,2.454780362,2.480417755,2.477183833
,,,,,,,,,1.146788991,1.128668172,0.88691796,0.894854586,1.094091904,1.075268817,1.066098081,1.052631579,1.037344398,1.224489796,1.014198783,1.016260163,1.012145749,1.008064516,1.002004008,0.996015936,0.992063492,0.99009901,0.986193294,0.788954635,0.784313725,0.798403194,0.798403194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.64652568,6.927710843,7.346326837,7.174887892,7.715133531,6.379821958,6.754772394,7.122093023,7.75862069,7.692307692,7.898448519,8.005617978,7.92767733,7.862068966,8.082191781,8.321964529,8.502024291,8.613728129,8.590604027,7.785234899,7.908847185,8.244680851,8.026315789,7.763157895,7.591623037,7.421875,7.383419689,7.35483871,7.722007722,7.57381258,7.010582011,7.124010554
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10.90342679,10.92307692,9.923664122,12.85930408,12.25710015,12.59259259,12.37113402,13.17715959,13.6627907,14.26512968,13.59084406,10.89108911,10.97046414,11.36986301,10.09549795,9.214092141,10.66126856,10.22880215,9.733333333,9.668874172,9.317585302,10.29986962,9.314359638,8.472400513,8.545918367,8.26873385,8.181818182
1.265822785,1.224489796,1.204819277,1.167315175,1.136363636,1.111111111,1.444043321,1.038062284,1.337792642,1.286173633,1.261829653,1.215805471,1.183431953,1.714285714,1.680672269,1.639344262,1.6,1.832460733,1.538461538,1.763224181,1.732673267,1.711491443,1.71990172,1.474201474,1.686746988,1.442307692,1.90023753,1.877934272,2.325581395,2.309468822,2.341920375,2.336448598
30.82191781,26.60300136,28.08683853,28.38018742,29.42743009,27.57255937,26.98412698,28.32898172,29.89690722,28.33333333,28.36970475,31.15577889,32.375,30.2955665,26.66666667,26.68269231,24.42839952,23.8948626,22.82996433,24.0850059,27.87456446,29.52158693,26.85185185,25.3440367,23.95005675,24.52193476,24.69135802,24.4173141,20.65934066,21.63934426,21.51481888,21.56862745
1.201201201,1.166180758,1.123595506,0.826446281,1.08401084,1.069518717,1.049868766,1.038961039,0.765306122,0.748129676,0.731707317,0.714285714,0.697674419,0.909090909,0.888888889,0.869565217,0.85106383,1.041666667,1.075268817,1.19760479,1.176470588,1.343570058,1.31826742,1.289134438,1.627486438,1.423487544,1.398601399,1.379310345,1.355932203,1.505016722,1.5,1.367521368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.01727116,15.30434783,13.82978723,11.0707804,9.54954955,10.89285714,11.34751773,9.79020979,10.2915952,9.813874788,8.528428094,9.031198686,8.752025932,7.448494453,9.119010819,7.294832827,6.278026906,7.794117647,8.538350217,8.920863309,8.416547789,11.00141044,15.04178273,17.3553719,14.12894376,12.43169399,11.86903138,13.66120219,16.15074024,24.93297587,24.56375839,24.62787551
1.260504202,1.25,0.854700855,1.255230126,0.826446281,0.809716599,1.158301158,1.102941176,1.060070671,1.013513514,0.99009901,1.265822785,1.234567901,1.18694362,1.44092219,1.120448179,1.098901099,1.061007958,1.291989664,1.265822785,1.492537313,1.474201474,1.694915254,1.405152225,1.847575058,1.818181818,1.805869074,1.797752809,1.10864745,1.096491228,1.103752759,1.121076233
3.778337531,3.482587065,3.649635036,3.78250591,3.448275862,2.947845805,3.340757238,2.888888889,2.832244009,3.010752688,3.010752688,3.004291845,3.191489362,3.157894737,3.086419753,3.06122449,2.6,2.605210421,2.605210421,2.559055118,2.549019608,2.330097087,2.676864245,2.448210923,2.420856611,2.573529412,2.402957486,2.385321101,3.776978417,4.262877442,4.136690647,4.136690647
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99009901,0.970873786,0.940438871,1.22324159,0.920245399,0.817438692,1.086956522,0.81300813,0.81300813,0.8,1.069518717,1.052631579,1.03626943,1.017811705,1.0,0.985221675,0.963855422,0.709219858,0.923787529,0.898876404,0.877192982,0.863930886,1.063829787,1.046025105,0.821355236,0.814663951,0.803212851,0.792079208,0.784313725,0.770712909,0.775193798,0.78125
6.71875,7.716049383,8.231707317,9.351432881,9.687034277,10.89837997,11.17561684,11.28571429,8.819345661,8.74471086,10.67961165,10.38781163,10.08287293,10.79234973,11.15646259,11.06557377,11.27717391,11.78045515,12.03703704,11.94225722,12.87386216,13.97153946,14.61538462,14.77707006,14.52020202,14.30363864,14.57036115,15.1552795,15.24163569,15.43209877,15.26054591,15.19302615
,5.982905983,5.952380952,5.952380952,5.621805792,5.670103093,5.954465849,6.049822064,5.92459605,6.386861314,6.227106227,6.629834254,6.972477064,8.02919708,8.152173913,7.747747748,7.843137255,7.381370826,7.8125,8.43373494,8.205128205,8.108108108,8.818635607,8.183306056,7.890499195,8.280254777,7.436708861,8.188976378,6.918238994,6.729264476,6.63507109,6.666666667
2.314814815,2.293577982,2.252252252,2.202643172,2.155172414,2.100840336,1.646090535,1.612903226,1.953125,1.930501931,1.526717557,1.865671642,1.824817518,2.158273381,2.076124567,2.013422819,2.287581699,2.250803859,2.1875,2.140672783,2.366863905,2.312138728,2.259887006,2.209944751,2.162162162,2.127659574,2.088772846,2.307692308,2.005012531,1.97044335,1.995012469,2.0
,,,,,,,,,,,,,1.777777778,1.731601732,1.918976546,1.886792453,1.875,2.066115702,1.652892562,2.074688797,2.032520325,1.803607214,2.173913043,2.34375,2.131782946,2.303262956,1.901140684,2.071563089,2.230483271,2.056074766,2.056074766
2.448979592,2.4,2.772277228,2.362204724,2.53411306,2.681992337,2.819548872,2.95202952,2.573529412,2.683363148,2.650176678,2.802101576,3.304347826,3.460207612,3.264604811,3.231292517,3.204047218,3.338898164,3.47107438,3.135313531,2.931596091,3.376205788,3.497615262,3.627760252,3.276131045,3.400309119,3.36906585,3.338391502,3.172205438,3.162650602,3.058103976,2.99850075
20.07083825,20.42253521,20.86752638,20.35087719,22.13393871,22.55125285,22.78911565,22.53680634,23.7020316,24.21171171,23.96416573,24.58100559,23.65470852,24.049217,24.74916388,26.69632925,26.93156733,28.07017544,26.4254386,23.87732749,23.77317339,22.54584682,20.92772384,20.99031216,21.05263158,21.67381974,21.32904609,21.77161153,22.15122471,21.52704136,20.87326944,20.82890542
19.80906921,18.81656805,18.91891892,19.81351981,20.38946163,21.35476464,21.95676906,22.82485876,26.03351955,27.08102109,25.95837897,27.11306257,26.86403509,27.20348205,27.93959008,23.52309345,24.65314835,26.3326226,27.34042553,25.21367521,25.61105207,27.22457627,27.06131078,26.97576396,25.73529412,23.18992655,23.97905759,24.08759124,23.18087318,23.82934443,23.56621481,23.62122789
0.751879699,0.735294118,0.721153846,0.712589074,0.700934579,0.692840647,0.678733032,0.668151448,0.659340659,0.650759219,0.642398287,0.639658849,0.840336134,1.037344398,1.022494888,1.01010101,0.99009901,0.982318271,1.158301158,1.132075472,1.289134438,1.265822785,1.604278075,1.578947368,1.736111111,1.727115717,2.218430034,2.356902357,2.828618968,3.109656301,2.98013245,2.990033223
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.24565757,17.13933416,17.72616137,17.76710684,17.84869976,18.75732708,19.13652275,19.65317919,17.84897025,19.24829157,19.39120631,19.68680089,20.62430323,21.26245847,22.40618102,22.36842105,21.79627601,22.05240175,21.20218579,18.9336235,19.95661605,19.63123644,19.80519481,20.55974166,21.82795699,20.83780881,20.55674518,20.7486631,19.76495726,19.95731057,19.33760684,19.31696905
,,,,,,,,,,14.32624113,13.82681564,17.70401107,18.74145007,18.53856563,16.24161074,19.38911023,21.52230971,21.50259067,18.90166028,20.30456853,21.43757881,23.81546135,23.36217553,20.27027027,21.02065614,17.40696279,19.61492178,18.82494005,12.99165673,13.0592503,12.99019608
1.75,1.732673267,1.711491443,1.707317073,1.690821256,1.678657074,1.891252955,1.882352941,1.860465116,1.83908046,1.587301587,1.5625,1.762114537,1.731601732,1.894736842,1.859504132,2.028397566,2.204408818,2.208835341,1.992031873,1.98019802,1.968503937,1.949317739,1.930501931,2.087286528,2.059925094,2.218114603,2.578268877,2.385321101,2.380952381,2.394106814,2.389705882
4.185351271,4.761904762,5.309734513,5.255474453,5.531295488,5.652173913,6.025824964,6.40113798,6.61971831,6.013986014,6.65742025,5.922865014,6.412005457,6.648575305,6.594885599,6.675567423,6.631299735,7.47051114,8.604954368,8.322496749,8.667529107,8.472400513,9.426751592,9.367088608,9.068010076,8.375,6.832298137,7.151664612,8.5995086,8.323133415,8.114856429,8.074534161
2.898550725,2.88,2.88,3.020667727,3.286384977,3.70942813,3.533026114,3.658536585,3.463855422,3.417533432,3.402366864,3.50877193,3.357664234,3.216374269,3.47826087,4.081632653,3.907380608,4.428571429,4.802259887,4.500703235,5.103448276,5.191256831,5.39083558,5.333333333,5.562913907,5.665349144,5.620915033,5.584415584,5.541237113,5.641025641,5.380577428,5.380577428
2.173913043,2.170283806,2.155887231,2.310231023,2.298850575,2.450980392,2.419354839,2.56,2.380952381,2.369668246,2.369668246,2.507836991,2.480620155,2.769230769,2.891933029,2.73556231,2.579666161,2.710843373,2.994011976,2.848575712,2.818991098,3.092783505,3.211678832,3.323699422,4.310344828,4.441260745,4.714285714,4.829545455,4.929577465,5.013927577,4.929577465,5.007153076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.432432432,2.631578947,2.557544757,2.469135802,2.625298329,2.364066194,2.790697674,2.777777778,2.068965517,1.576576577,1.565995526,1.77383592,1.758241758,2.169197397,1.952277657,1.716738197,1.918976546,2.092050209,2.066115702,2.448979592,2.605210421,2.976190476,3.118908382,2.895752896,2.626641651,2.218114603,2.376599634,2.355072464,3.249097473,3.035714286,3.035714286,3.046594982
13.54748603,14.1654979,13.09192201,13.26949384,12.95546559,13.13672922,13.90728477,14.09921671,13.65979381,13.79310345,13.74527112,13.01627034,12.65508685,12.94697904,13.22620519,12.7607362,13.53658537,14.54545455,15.04211793,14.13173653,14.50653983,15.58441558,14.55399061,13.90498262,13.87283237,14.17050691,14.56422018,14.85714286,14.70923603,14.415437,14.04109589,14.04109589
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.70042796,10.12658228,10.5914718,10.52631579,11.53846154,11.56373193,12.09362809,12.59640103,13.74045802,15.92356688,16.68773704,16.81304893,16.66666667,15.21197007,15.1552795,15.8808933,14.79654747,14.66992665,12.89537713,12.36363636,12.3039807,11.49700599,9.928229665,9.230769231,9.316037736,9.882352941,9.847596717,10.36088475,9.418604651,9.111880046,8.574739282,8.545034642
7.226890756,7.166666667,9.090909091,10.62091503,10.85899514,10.75441413,12.65822785,13.47962382,13.04347826,11.71032357,11.24807396,10.99236641,10.87613293,11.90839695,11.32930514,8.734939759,9.638554217,9.56651719,9.42562592,9.748892171,7.445255474,8.764367816,7.977207977,8.531468531,8.798882682,9.266943292,9.153952843,9.668508287,9.353507565,9.699453552,9.589041096,9.623430962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.21108179,38.46153846,53.96825397,57.14285714,54.67532468,57.5483871,56.13810742,62.38993711,55.06883605,51.12219451,55.05617978,66.50062267,63.16440049,61.53846154,58.27250608,61.06408706,74.54545455,69.54436451,61.9047619,52.62529833,48.441247,50.0,51.62846803,44.96402878,48.51013111,47.75413712,48.11764706,47.58539458,43.61078546,45.28521537,42.62295082,42.57309942
10.95305832,9.433962264,8.983799705,8.676470588,8.504398827,9.011627907,8.946608947,8.477011494,8.0,6.920903955,6.853146853,7.756232687,7.270233196,7.786885246,8.625336927,8.597883598,9.220779221,9.796437659,11.04218362,8.776266996,8.921933086,10.27227723,9.689440994,9.135802469,9.124537608,9.963099631,9.926470588,9.963547995,10.0362757,10.33653846,10.19417476,10.10962241
,18.35357625,15.24725275,13.94366197,11.60458453,11.31805158,10.87570621,10.61452514,9.596662031,9.570041609,9.836065574,10.27027027,10.18766756,10.47745358,10.90670171,11.12565445,11.74193548,11.95928753,12.64222503,11.53358682,11.93467337,13.11881188,13.0702836,12.97429621,12.83618582,12.13592233,12.31884058,12.72509004,12.72294887,12.78106509,12.28915663,12.28710462
,,,,,1.048951049,1.013513514,1.324503311,0.970873786,1.234567901,1.176470588,1.142857143,1.08401084,1.038961039,0.985221675,0.947867299,0.904977376,0.877192982,1.070663812,1.041666667,1.226993865,1.006036217,1.185770751,1.181102362,0.974658869,0.970873786,1.145038168,1.140684411,0.946969697,0.936329588,0.939849624,0.936329588
18.87905605,22.6744186,24.06340058,25.32188841,23.57954545,18.89985896,18.6013986,16.52777778,16.23108666,16.30136986,19.26729986,19.89247312,20.66666667,20.65789474,22.5974026,21.53846154,24.14231258,23.80352645,24.43890274,25.52664188,27.08333333,24.39613527,27.35961768,26.98224852,30.16431925,33.52735739,29.51388889,28.8372093,26.82080925,27.14776632,27.01149425,27.08571429
,,,,,,,,,,,,,,,,,,,,,1.232032854,5.273833671,5.83501006,5.952380952,4.724409449,5.870841487,4.6692607,5.642023346,5.642023346,5.490196078,5.511811024
2.144772118,2.139037433,2.133333333,2.139037433,2.139037433,2.133333333,2.127659574,1.856763926,1.846965699,1.832460733,1.804123711,2.030456853,2.261306533,2.222222222,2.184466019,2.386634845,2.107728337,2.505694761,2.66075388,2.396514161,2.35042735,2.282157676,2.244897959,2.620967742,2.390438247,2.574257426,2.564102564,2.554027505,2.34375,2.339181287,2.339181287,2.348336595
26.82255846,28.9009498,32.35294118,36.27968338,39.48051948,38.63928113,39.41698352,45.38653367,37.40740741,34.75609756,38.5078219,38.29531813,35.11904762,29.23076923,27.49706228,33.48571429,31.89557321,36.41488162,39.34977578,38.4529148,31.75824176,29.07103825,32.17391304,37.37811484,32.00431034,33.44086022,31.47751606,30.80213904,27.87234043,29.16224814,29.1799787,29.1799787
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.282051282,0.983606557,0.983606557,0.961538462,0.961538462,0.955414013,1.282051282,0.977198697,0.983606557,0.996677741,0.943396226,0.906344411,1.152737752,1.120448179,1.098901099,0.806451613,0.785340314,1.007556675,0.97799511,0.952380952,0.93676815,1.154734411,1.118568233,1.307189542,1.301518438,1.103752759,1.312910284,1.502145923,1.063829787,1.041666667,1.052631579,1.048218029
2.666666667,2.985074627,3.102189781,3.405017921,3.345070423,3.460207612,3.747870528,3.852596315,4.132231405,4.269293924,4.213938412,4.36187399,4.47284345,4.595879556,4.245283019,4.368174727,4.643962848,5.069124424,4.441041348,4.134762634,4.248861912,4.387291982,4.518072289,4.497751124,4.504504505,4.790419162,4.470938897,4.302670623,3.529411765,3.513909224,3.422619048,3.407407407
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.302670623,4.860088365,5.109489051,5.676855895,4.283604136,5.362318841,6.142857143,6.552706553,7.172995781,8.57538036,7.629427793,11.79624665,10.87533156,11.50326797,9.921671018,10.9517601,11.84041184,11.02564103,10.95541401,10.40609137,10.57934509,11.0,11.4713217,10.76732673,11.34401973,10.82089552,10.8478803
,,,,,,,,,,,,,,,,,,,,0.23255814,0.461893764,2.518891688,2.676399027,2.682926829,3.155339806,2.487562189,2.53164557,2.278481013,2.290076336,2.331606218,2.337662338
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
