Expected Years of Schooling (1990),Expected Years of Schooling (1991),Expected Years of Schooling (1992),Expected Years of Schooling (1993),Expected Years of Schooling (1994),Expected Years of Schooling (1995),Expected Years of Schooling (1996),Expected Years of Schooling (1997),Expected Years of Schooling (1998),Expected Years of Schooling (1999),Expected Years of Schooling (2000),Expected Years of Schooling (2001),Expected Years of Schooling (2002),Expected Years of Schooling (2003),Expected Years of Schooling (2004),Expected Years of Schooling (2005),Expected Years of Schooling (2006),Expected Years of Schooling (2007),Expected Years of Schooling (2008),Expected Years of Schooling (2009),Expected Years of Schooling (2010),Expected Years of Schooling (2011),Expected Years of Schooling (2012),Expected Years of Schooling (2013),Expected Years of Schooling (2014),Expected Years of Schooling (2015),Expected Years of Schooling (2016),Expected Years of Schooling (2017),Expected Years of Schooling (2018),Expected Years of Schooling (2019),Expected Years of Schooling (2020),Expected Years of Schooling (2021),Mean Years of Schooling (1990),Mean Years of Schooling (1991),Mean Years of Schooling (1992),Mean Years of Schooling (1993),Mean Years of Schooling (1994),Mean Years of Schooling (1995),Mean Years of Schooling (1996),Mean Years of Schooling (1997),Mean Years of Schooling (1998),Mean Years of Schooling (1999),Mean Years of Schooling (2000),Mean Years of Schooling (2001),Mean Years of Schooling (2002),Mean Years of Schooling (2003),Mean Years of Schooling (2004),Mean Years of Schooling (2005),Mean Years of Schooling (2006),Mean Years of Schooling (2007),Mean Years of Schooling (2008),Mean Years of Schooling (2009),Mean Years of Schooling (2010),Mean Years of Schooling (2011),Mean Years of Schooling (2012),Mean Years of Schooling (2013),Mean Years of Schooling (2014),Mean Years of Schooling (2015),Mean Years of Schooling (2016),Mean Years of Schooling (2017),Mean Years of Schooling (2018),Mean Years of Schooling (2019),Mean Years of Schooling (2020),Mean Years of Schooling (2021)
,,,,,,,,,,7.077549934,7.217412569,7.357275204,7.497137839,7.637000475,7.77686311,7.916725745,8.05658838,8.196451015,8.33631365,8.476176285,8.61603892,8.755901555,8.89576419,9.035626825,9.17548946,9.315352095,9.45521473,9.595077365,9.73494,9.73494,9.73494,,,,,,,,,,,5.364,5.364,5.375647996,5.387295992,5.398943988,5.410591984,5.42223998,5.433887976,5.445535972,5.457183968,5.468831964,5.48047996,5.492152765,5.503850431,5.515573013,5.527320562,5.539093132,5.550890776,5.550890776,5.910863,5.910863,5.910863
12.38533974,12.93603039,12.83633995,12.63654995,12.80976963,12.81266975,12.96411991,13.13731003,13.81110001,13.7697401,14.15260983,14.51235962,15.09092999,15.1612196,15.48805046,16.18700981,16.37560081,15.86828995,16.16538302,16.46247609,16.75956917,16.86862946,17.16433907,17.34185982,17.89850044,18.26951504,18.64052963,19.10166931,19.50020027,20.02878952,20.02878952,20.02878952,7.580366438,7.722380161,7.867054428,8.011728695,8.156402963,8.30107723,8.445751497,8.590425764,8.735100031,8.879774298,9.024448565,9.169122832,9.313797099,9.458471366,9.603145633,9.747819901,10.10496998,10.05718994,10.10492039,10.15659523,10.20827007,10.30519748,10.40212488,10.49905229,10.59597969,10.74370956,10.25430012,10.54285765,10.83141518,11.11997271,11.40853024,11.40853024
14.39464777,14.55154526,14.7101529,14.87048932,15.03257335,15.19642405,15.36206068,15.5295027,15.69876979,15.86988184,16.04285897,16.21772149,16.39448997,16.57318517,16.7538281,16.93643998,17.12104228,17.30765669,17.49630514,17.68700981,17.88404147,18.08107313,18.27810478,18.47513644,18.6721681,18.86919975,18.81738091,18.48951912,18.62984085,18.66202035,18.66202035,18.66202035,,,,,,,,,,,,,7.445400273,7.552225239,7.659050204,7.76587517,7.872700136,7.979525102,8.086350068,8.193175034,8.3,8.375,8.45,8.525,8.6,8.675659824,8.675659824,8.675659824,8.8,9.032104,9.032104,9.032104
6.506764516,6.573509413,6.640938964,6.709060192,6.777880192,6.935319901,7.22197846,7.50863702,7.795295579,8.081954139,8.368612698,8.655271258,8.941929817,9.214723778,9.487517738,9.760311699,10.03310566,10.30589962,10.36208963,10.41827965,10.47446966,10.53065968,10.58684969,10.6430397,10.70359993,10.75267982,10.70512247,10.65756512,10.61000776,10.56245041,10.56245041,10.56245041,3.192767468,3.268137717,3.343507965,3.418878214,3.494248462,3.569618711,3.638708105,3.707797499,3.776886894,3.845976288,3.915065683,3.881567794,3.848069906,3.799302459,3.750535011,3.701767564,3.653000116,3.844273448,4.03554678,4.226820111,4.418093443,4.609366775,4.800640106,4.896299839,5.83698988,5.805851936,5.774713993,5.74357605,5.712438107,5.681300163,5.681300163,5.681300163
9.658160085,9.760267828,9.863455073,9.967733231,10.07311384,10.17960854,10.28722913,10.3959875,10.50589568,10.61696583,10.72921024,10.78507351,10.84093677,10.89680004,11.10203981,11.30727959,11.02062464,10.73396969,10.76708031,10.67809963,10.94888973,11.47663021,11.43113041,11.57839929,11.72756545,11.87865334,12.03168772,12.18669366,12.34369657,12.50272216,12.50272216,12.50272216,5.273218506,5.343320377,5.413422248,5.483524119,5.55362599,5.62372786,5.701618828,5.779509796,5.857400763,5.935291731,6.013182698,6.067706376,6.122230053,6.39731076,6.672391466,6.947472173,7.22255288,7.497633587,7.772714293,8.047795,8.099584273,8.151373545,8.203162818,8.254952091,8.306741364,8.358530636,8.410319909,8.462109182,8.513898455,8.565687727,8.617477,8.617477
13.05466606,13.17232715,13.29104873,13.41084033,13.53171161,13.6536723,13.77673221,13.90090125,14.02618943,14.15260682,14.28016361,14.40887006,14.53873653,14.66977349,14.80199147,14.93540113,15.07001321,15.20583853,15.34288805,15.48117278,15.62070387,15.76149255,15.90355015,16.09333038,16.3194294,16.45096016,16.46666908,16.6324501,16.92947006,17.22212029,17.27816963,17.27816963,8.675597279,8.854880333,9.037868309,9.220856285,9.403844261,9.586832237,9.769820213,9.892756176,10.01569214,10.1386281,10.26156406,10.38450003,10.50743599,10.63037195,10.75330791,10.87624388,10.99917984,11.10687494,11.21457005,11.31379032,11.40386009,11.61520004,11.70422681,11.79325358,11.88228035,12.02414989,12.09660006,12.16905022,12.19762993,12.22620964,12.22620964,12.22620964
8.327740703,8.400770187,8.474440098,8.548110008,8.65581398,8.763517952,8.871221924,8.978925896,9.086629868,9.194333839,9.302037811,9.409741783,9.517445755,9.625149727,9.732853699,9.840557671,9.948261642,10.05596561,10.16366959,10.24633503,10.32900047,10.1966753,10.06435013,9.868069649,9.675359726,9.911664501,9.888603846,9.807000421,9.838728904,10.13281417,10.13281417,10.13281417,3.867753515,3.947463658,4.027173801,4.106883943,4.186594086,4.266304229,4.333333212,4.400362196,4.46739118,4.534420163,4.601449147,4.668478131,4.735507114,4.802536098,4.869565082,4.936594065,4.945652036,4.954710007,5.111529946,5.268349886,5.425169826,5.581989765,5.518219948,5.847009897,6.175799847,6.294149876,6.528709888,6.408294916,6.287879944,7.088479996,7.088479996,7.088479996
9.487243058,9.933662919,10.40108895,10.89050961,11.40295982,11.25879002,11.37658978,11.48884964,11.86464024,12.18980026,12.32102013,12.55932045,12.90729046,13.26109028,13.60599518,13.95090008,14.25984955,14.29500008,14.16623974,14.1531601,14.40382957,14.54564953,14.78808022,15.1735096,15.27311039,15.22484016,15.18770027,15.22671986,15.18179035,15.11209965,15.11209965,15.11209965,6.569557049,6.86289978,7.169340801,7.475781822,7.782222843,8.088663864,8.395104885,8.701545906,9.007986927,9.314427948,9.620868969,9.92730999,10.04897003,10.17063007,10.29229012,10.41395016,10.5356102,10.65727024,10.77893028,10.90059032,11.02225037,11.14391041,11.26972198,11.39695393,11.5256223,11.65574329,11.78733331,11.92040895,12.05498697,12.19108434,12.19108434,12.19108434
7.156425,7.23210375,7.3077825,7.38346125,7.45914,7.53481875,7.6104975,7.68617625,7.761855,7.83753375,7.9132125,7.98889125,8.06457,8.14024875,8.2159275,8.29160625,8.367285,8.44296375,8.5186425,8.59432125,8.67,8.885,8.948,9.011,9.074,9.137,9.2,9.5,9.5,9.7,9.7,9.7,2.69,2.792,2.894,2.996,3.098,3.2,3.31,3.42,3.53,3.64,3.75,3.858,3.966,4.074,4.182,4.29,4.38,4.47,4.56,4.65,4.74,4.842,4.944,5.046,5.148,5.25,5.326,5.402,5.478,5.554,5.554,5.554
11.12654018,11.11417961,11.21051025,11.74056005,12.27060986,12.4127903,12.6177597,13.05292988,13.43634033,13.87598038,14.23414993,14.56569958,14.88370991,15.2458601,14.97251987,15.17901039,15.28851986,15.28890038,15.28785038,15.21380997,15.2641201,15.19478989,15.24335957,15.61968994,15.42549038,15.21959972,15.11898041,15.20417976,15.12946033,15.0336281,15.0336281,15.0336281,9.479980469,9.549073133,9.618165796,9.68725846,9.756351124,9.825443788,9.894536452,9.963629116,10.03272178,10.10181444,10.17090711,10.23999977,10.3880899,10.53618002,10.68427014,10.83236027,11.07682776,11.32129526,11.56576276,11.81023026,11.88173008,11.92125034,11.83899975,12.00895977,11.77344036,11.84778976,11.88941002,11.97945499,12.06949997,12.15954494,12.24958992,12.24958992
10.07166958,9.876020432,9.770970345,9.717000008,9.88506031,10.06046009,10.21537971,10.52087975,10.57161045,10.68282032,10.57404041,10.63712978,10.75983047,10.97385025,11.06958961,10.94575024,10.99732971,11.67477036,11.67576027,12.13866043,12.33273029,12.59058952,12.89035034,12.92486,12.88265991,13.33804035,13.35651016,13.53096962,13.60698032,13.74889386,13.74889386,13.74889386,3.219540119,3.492958248,3.766376376,4.039794505,4.313212633,4.586630762,4.86004889,5.133467019,5.406885147,5.680303276,5.953721404,6.227139533,6.500557661,6.77397579,7.047393918,7.320812047,7.594230175,7.022429943,7.069019794,7.309589863,7.41217494,7.514760017,7.608673414,7.70258681,7.796500206,7.914480209,7.976150036,8.069094896,8.162039757,8.359274864,8.556509972,8.556509972
7.996357701,8.026842836,8.057444193,8.088162214,8.118997343,8.149950027,8.175550461,8.209850311,8.242063522,8.274276733,8.306489944,8.337169647,8.527839661,9.122170448,9.386282921,9.650395393,9.914507866,10.17862034,10.48252964,10.41897011,10.73542976,11.29448032,11.52486038,11.54076004,11.86649036,11.94699955,12.34372044,12.16333008,11.81347513,11.46362019,11.87462044,11.87462044,2.78157628,2.884945669,2.988315058,3.091684447,3.195053836,3.298423224,3.467573133,3.636723042,3.805872951,3.97502286,4.144172769,4.22122995,4.298287131,4.375344311,4.452401492,4.529458673,4.636586948,4.743715224,4.8508435,4.957971775,5.065100051,5.301909924,5.538719796,5.775529669,6.012339541,6.249149414,6.350639359,6.452129304,6.55361925,6.655109195,6.655109195,6.655109195
12.34974957,12.36942959,12.55916023,13.04246044,13.26047993,13.32575989,13.36120987,13.5766201,16.17416954,16.32534027,16.4296093,16.56286049,16.80606079,16.98218918,17.24028015,17.23913956,16.97068977,17.01375961,17.26186943,17.03665924,17.46286964,17.93795967,17.95647049,18.06964493,18.18281937,18.70903015,18.79326057,18.70528984,19.75616074,18.94522095,18.94522095,18.94522095,7.011522967,7.243639946,7.483441174,7.723242402,7.96304363,8.202844858,8.442646086,8.682447314,8.922248542,9.16204977,9.401850998,9.641652226,9.881453454,10.12125468,10.36105591,10.60085714,10.84065837,11.08045959,11.24341647,11.40637334,11.56933022,10.99995995,11.07233159,11.14470323,11.21707487,11.28944651,11.36181815,11.4341898,11.50796839,11.58222303,11.58222303,11.58222303
10.08364157,10.21992719,10.35805479,10.49804925,10.63993581,10.78374004,10.95379996,11.12385988,11.2939198,11.46397972,11.53203964,11.96055031,11.93974018,11.96312046,11.6090498,11.53783035,11.79074001,12.01554012,12.61373997,12.70823956,12.85377026,13.31478977,14.76996994,14.66059017,14.65942001,14.87814045,14.93214035,14.81373024,14.74757004,14.68140984,14.61524963,14.61524963,5.738566289,6.021415054,6.304263819,6.587112584,6.869961349,7.152810114,7.413901281,7.674992449,7.936083617,8.197174784,8.458265952,8.678561625,8.898857298,9.11915297,9.339448643,9.559744316,9.869790077,9.630650043,9.39151001,9.551324844,9.711139679,9.798224926,9.885310173,10.04448032,10.11600018,10.21497011,10.31394005,10.42034294,10.52784353,10.63645314,10.63645314,10.63645314
9.614478,9.501616,9.388754,9.275892,9.16303,9.050168,8.937306,8.824444,8.711582,8.654310226,8.788539886,9.131287336,9.474034786,9.816782236,10.15952969,10.28655016,10.41357063,10.54059111,10.66761158,10.79463205,10.92165253,11.048673,11.17797675,11.3072805,11.43658425,11.565888,11.69519175,11.8244955,11.95379925,12.08747317,12.08747317,12.08747317,3.500112928,3.715166888,3.930220849,4.145274809,4.36032877,4.57538273,4.766297981,4.957213231,5.148128482,5.339043732,5.529958983,5.705513236,5.88106749,6.056621743,6.232175997,6.40773025,6.526229371,6.644728492,6.763227613,6.881726734,7.000225855,7.256973951,7.513722047,7.770470142,7.792958284,7.815446425,7.837934567,7.860422708,7.88291085,7.905593489,7.905593489,7.905593489
14.23715019,15.29761028,15.59636021,15.46640015,15.69215965,15.82032967,15.88074017,16.34880018,16.8168602,16.81957054,17.13028908,17.24799919,17.69742966,18.35300064,17.98419952,18.16902924,18.30336952,18.2290802,18.39888954,18.32003021,18.52108955,18.54735947,18.84399033,19.47475052,19.58976936,19.34770012,19.17450905,19.08308983,19.17563057,19.16305923,19.16305923,19.16305923,8.700439292,8.79711084,8.893782387,8.990453935,9.087125483,9.18379703,9.290752785,9.39770854,9.504664295,9.61162005,9.718575805,9.83992945,9.961283095,10.08263674,10.20399038,10.32534403,10.43847031,10.55159659,10.66472287,10.77784915,10.89097543,11.34965107,11.80832671,12.26700235,12.72567799,13.18435363,13.32010517,13.4558567,13.59160824,13.72735977,13.76716995,13.76716995
12.87395,13.21520996,13.42135,13.62749004,13.67351484,13.71953964,13.83495998,14.34781011,14.86066024,15.37351036,15.29668045,15.4809103,16.22184944,16.09560013,15.97373009,15.93305016,15.83117008,15.95351028,15.75245953,15.86003971,16.07172012,16.1223793,16.09416008,16.14162064,16.16893005,16.17112923,16.08654022,16.16283035,16.1252594,16.05088997,16.05088997,16.05088997,9.903128995,9.969568845,10.0360087,10.10244855,10.1688884,10.23532825,10.30715511,10.37898197,10.45080884,10.5226357,10.59446257,10.63935436,10.68424615,10.72913794,10.77402973,11.27696466,11.7798996,12.38459969,12.42374992,12.46290016,12.4951601,12.5978899,12.68892002,12.80438042,12.91596985,12.9602499,13.05535211,13.15115217,13.24765522,13.3448664,13.3448664,13.3448664
12.81748009,12.99248028,13.24015045,13.47467041,13.9201498,14.06558037,14.23950958,14.57250023,14.77297974,14.92212009,15.00973988,15.37252045,15.58602047,15.80438995,15.94890976,16.10302925,16.27749062,16.35603905,16.43112946,16.46048927,16.47192001,16.70663071,16.46610069,16.18659019,16.10824966,16.03336906,15.97875977,16.08889961,16.17503929,16.22678947,16.22678947,16.22678947,7.439056506,7.569673685,7.700290864,7.830908042,7.961525221,8.0921424,8.224800472,8.357458544,8.490116616,8.622774688,8.75543276,8.841150284,8.94881773,9.056485176,9.164152622,9.271820068,9.389100075,9.531259537,9.650380135,9.732089996,9.82297039,9.897959709,10.02369976,10.12277985,10.22185993,10.3059597,10.39278984,10.47961998,10.56645012,10.65328026,10.7401104,10.7401104
11.27081967,11.26696968,11.26312101,11.25927234,11.25542367,11.25157499,11.24772632,11.24387765,11.24002898,11.23618031,10.80220032,11.59801006,11.77513027,10.98355961,12.29020023,12.42370033,12.49237744,12.56105456,12.62973167,12.69840878,12.76708589,12.835763,12.90556458,12.97574575,13.04630857,13.11725511,13.18858746,13.26030772,13.332418,13.40492042,13.40492042,13.40492042,6.683423858,6.766069889,6.849737906,6.933405924,7.017073941,7.100741959,7.184409976,7.268077993,7.351746011,7.435414028,7.519082046,7.602750063,7.68641808,7.770086098,7.853754115,7.937422132,8.02109015,8.104758167,8.188426185,8.272094202,8.355762219,8.439430237,8.525680986,8.612813215,8.700835933,8.789758241,8.879589332,8.970338495,9.062015112,9.154628661,9.154628661,9.154628661
11.23939991,11.40272045,11.5805397,11.53104973,11.4191103,11.51270008,11.60628986,11.68886232,11.77143478,11.85400724,11.9365797,12.13572979,12.33487988,12.60367966,12.79255962,12.7048502,12.63064957,12.55109024,12.54397011,12.07672501,11.6094799,11.23715019,11.13696957,10.93816566,10.73936176,10.54055786,10.34175396,10.14295006,10.41676998,10.56050968,10.64655972,10.64655972,5.005190277,5.283574193,5.56195811,5.840342026,6.118725942,6.397109859,6.589690513,6.782271168,6.974851822,7.167432477,7.360013131,7.506832046,7.653650961,7.800469875,8.145095825,8.489721775,8.834347725,9.178973675,9.523599625,9.56456995,9.605540276,9.698710203,9.791880131,9.885050058,9.978219986,10.07138991,10.16455984,10.25772977,10.3508997,10.39878988,10.44668007,10.44668007
13.01529026,13.05280018,13.0659399,13.46142483,13.85690975,13.93715954,13.98238977,14.02762,14.07285023,14.1330204,14.19752626,14.26203212,14.32653798,14.39104384,14.45554969,14.52005555,14.58456141,14.64906727,14.71357313,14.77807899,14.84258485,14.90709071,14.97159656,15.03610242,15.10060828,15.16511414,15.22962,15.21569,15.1905,15.22162588,15.22162588,15.22162588,11.6402998,11.68477979,11.72925978,11.77373977,11.81821976,11.86269975,11.90717974,11.95165973,11.99613972,12.04061971,12.0850997,12.12957969,12.17405968,12.21853967,12.26301966,12.30749965,12.35197964,12.39645963,12.44093962,12.48541961,12.5298996,12.70736401,12.88482841,13.06229282,13.23975723,13.28011392,13.30426394,13.33075812,13.34510708,13.36610034,13.36610034,13.36610034
12.53703022,12.46156025,12.44013023,12.25097513,12.06182003,12.08150597,12.1011919,12.12087784,12.14056377,12.16024971,12.3744297,12.77585316,13.17727661,13.57870007,13.98012352,14.38154697,14.78297043,14.72519541,14.66742039,14.60964537,14.55187035,14.82793999,15.1076498,15.07024002,15.12672043,15.11816025,15.14945984,15.29436016,15.44011021,15.6129303,15.76500034,15.76500034,7.394921251,7.619065448,7.843209645,8.067353842,8.291498039,8.515642236,8.737949185,8.960256134,9.182563084,9.404870033,9.66875124,9.932632446,10.19651365,10.46039486,10.72427607,10.98815727,11.25203848,11.51591969,11.26464462,11.01336956,11.14633624,11.27930291,11.41226959,11.54523627,11.67820295,11.81116962,11.9441363,12.07710298,12.21006966,12.34756189,12.34756189,12.34756189
7.605321279,7.678211181,7.751799664,7.826093425,7.90255072,7.979008016,8.055465311,8.131922606,8.208379902,8.199229795,8.190079689,8.320119858,8.103170395,8.662880421,9.222590446,9.243659973,9.491789818,9.739919662,10.00389004,10.26786041,10.31048778,10.35311515,10.39574252,10.43836989,10.48099726,10.52415263,10.56748569,10.61099717,10.65468781,10.69855835,10.69855835,10.69855835,3.72,3.884,4.048,4.212,4.376,4.54,4.684,4.828,4.972,5.116,5.26,5.372,5.484,5.596,5.708,5.82,5.894,5.968,6.042,6.116,6.19,6.212,6.234,6.256,6.278,6.3,6.388,6.476,6.564,6.652,6.652,6.652
12.02089977,11.79125023,11.62413025,11.25551987,10.82456017,10.57563972,10.60842991,10.91432667,11.22022343,11.52612019,11.84471989,12.19270039,12.28594017,12.54905987,12.49370956,12.56025982,12.68754959,12.66928959,12.57874966,12.48820972,12.41543961,12.34677029,12.68334007,12.93120003,13.01056004,12.96702957,13.03036976,12.97451019,12.96755981,13.03588009,13.1953001,13.1953001,9.171267886,9.286980145,9.402692403,9.518404662,9.63411692,9.749829178,9.884826813,10.01982445,10.15482208,10.28981972,10.34707279,10.40432587,10.46157894,10.51883202,10.57608509,10.63333817,10.69059124,10.74784431,10.80509739,10.86235046,11.03160799,11.09532847,11.15904895,11.22276943,11.2864899,11.35021038,11.35618418,11.36215797,11.36813177,11.37410556,11.37410556,11.37410556
7.032154138,7.091509819,7.151366499,7.211223178,7.271079858,7.330936538,7.390793218,7.450649897,7.510506577,7.570363257,7.630219936,8.236160278,9.320349693,9.720649719,10.00885963,10.18515491,10.3614502,10.53528976,10.55445004,10.6522657,10.7474614,10.84350783,10.9404126,11.03818337,11.13682789,11.23635395,11.33676945,11.33676945,11.33676945,11.46772,11.46772,11.46772,2.69,2.742,2.794,2.846,2.898,2.95,3.004,3.058,3.112,3.166,3.22,3.28,3.34,3.4,3.46,3.52,3.636,3.752,3.868,3.984,4.1,4.2,4.3,4.4,4.5,4.6,4.722,4.844,4.966,5.088,5.088,5.088
10.44217968,10.83154011,10.97579002,10.96735001,10.95890999,10.85208988,11.01930046,10.6796004,10.33990033,10.00020027,10.38836956,11.73746967,11.58656025,12.38922024,12.15614033,12.12123966,11.76896954,11.61940956,11.82483959,11.82276263,11.82068567,11.8186087,11.81653174,11.81445478,11.81237781,11.81030085,11.80822389,11.80614693,11.80406996,11.801993,11.801993,11.801993,,,,,,,,,,,6.807679113,6.908141952,7.01008735,7.113537184,7.218513657,7.325039297,7.433136966,7.541234635,7.649332304,7.757429974,7.865527643,7.865527643,7.865527643,7.865527643,7.865527643,7.865527643,7.865527643,7.865527643,7.865527643,7.984461822,7.984461822,7.984461822
12.69515827,12.89924386,13.1066103,13.31731033,13.39694099,13.47657166,13.55620232,13.63583298,13.71546364,13.7950943,13.87472496,13.95435562,14.03398628,14.11361694,14.1932476,14.27287827,14.35250893,14.43213959,14.51177025,14.59273877,14.67415905,14.75603362,14.838365,14.92115576,15.00440845,15.08812564,15.17230994,15.25696394,15.34209028,15.42769157,15.42769157,15.42769157,,,,,,,,,,,,,,,,7.188100859,7.31505829,7.444258063,7.575739785,7.709543758,7.845711,7.98428325,8.1228555,8.26142775,8.4,8.4,8.4,8.4,8.5,8.662745,8.662745,8.662745
13.58104992,13.70800972,13.71677971,13.93517971,14.24011993,14.50240993,14.8838501,15.49927998,15.20499992,15.42980003,15.63064957,15.68307972,15.72852039,15.91106033,16.10050011,16.30055046,16.44425964,16.65792084,16.73542023,16.77609062,16.84815979,16.87137985,16.74004936,16.65020943,16.64546013,16.60309982,16.50547028,16.4816494,16.49395943,16.52173996,16.52173996,16.52173996,9.27328968,9.418097687,9.562905693,9.707713699,9.852521706,9.997329712,10.12222176,10.2471138,10.37200584,10.49689789,10.62178993,10.74614601,10.87050209,10.99485817,11.11921425,11.24357033,11.15105033,11.05853033,10.96601033,10.87349033,11.6382103,11.73383427,11.82945824,11.92508221,12.02070618,12.11633015,12.21428586,12.31303351,12.41257949,12.51293027,12.51293027,12.51293027
10.94134045,9.095980167,7.250619888,8.267809868,9.852399826,11.45228958,12.9972496,13.16524982,13.21151495,13.25778008,12.99305487,12.72832966,13.01471472,13.30109978,13.49615002,13.57111702,13.64608402,13.72105103,13.79601803,13.87098503,13.94595203,14.02091904,14.09588604,14.17085304,14.24582005,14.69398022,14.84911922,15.00589617,15.16432838,15.32443332,15.32443332,15.32443332,5.641944529,5.678806599,5.715668668,5.752530738,5.789392807,5.826254877,5.904074801,5.981894726,6.05971465,6.137534575,6.215354499,6.194875572,6.174396644,6.153917717,6.133438789,6.112959862,6.135809898,6.217239857,6.426829815,6.637987375,6.849144936,7.060302496,7.271460056,6.68321991,6.877979994,7.072740078,7.132780075,7.192820072,7.216040134,7.328022618,7.328022618,7.328022618
6.586619854,6.683733304,6.780846755,6.877960205,7.162789822,6.842470169,7.45126009,7.673789978,7.918769836,7.997290134,7.999300003,8.008970261,8.274680138,8.60739994,8.768010139,8.992280006,9.078969955,9.265709877,9.44408989,9.736579895,9.954899788,10.35177994,10.51441956,10.81301022,11.09206963,11.22173977,11.15810966,10.98723984,10.63469982,10.47854042,10.13611031,10.13611031,3.09,3.186,3.282,3.378,3.474,3.57,3.636,3.702,3.768,3.834,3.9,3.966,4.032,4.098,4.164,4.23,4.298,4.366,4.434,4.502,4.57,4.662,4.754,4.846,4.938,5.03,5.116,5.202,5.288,5.374,5.374,5.374
11.71200857,11.86972429,12.02744,12.1912475,12.355055,12.5188625,12.68267,13.42690333,14.17113667,14.91555,14.9636,15.20376,14.81091,14.16059,13.70269,13.24125,12.88843,13.0529,13.15881,13.31794,13.216,13.28792,12.50924,12.25366,11.48094,11.14674,10.83927,11.28587,11.28587,11.28587,11.28587,11.28587,,,,,,,,,,,,,,,,7.522628784,7.558289879,8.061389923,8.11616043,8.170930936,8.225701442,8.280471949,8.335242455,8.390012962,8.444783468,8.499553974,8.554324481,8.609094987,8.663865494,8.718636,8.718636,8.718636
,,,,,,,,,8.889519691,10.78812981,10.63230283,10.47647586,10.32064889,10.16482192,9.853167972,9.853167972,9.697341,9.7317335,9.766126,9.8005185,9.834911,9.8693035,9.903696,9.977566531,10.05143706,10.12530759,10.19917812,10.27304866,10.34691919,10.42078972,10.42078972,2.6,2.7,2.8,2.9,3.0,3.1,3.172,3.244,3.316,3.388,3.46,3.524,3.588,3.652,3.716,3.78,3.842,3.904,3.966,4.028,4.09,4.178,4.266,4.354,4.442,4.53,4.668,4.806,4.944,5.082,5.082,5.082
14.01656053,14.18063632,14.34471211,14.50878789,14.67286368,14.83693947,15.00101526,15.16509105,15.32916684,15.49324263,15.65731842,15.82139421,15.58174038,15.45261955,15.65732857,15.38724714,15.11716571,14.84708429,14.57700286,14.30692143,14.03684,13.71967,13.4025,13.2799874,13.1574748,13.0349622,12.9124496,12.789937,12.789937,12.85428,12.85428,12.85428,3.81,3.986,4.162,4.338,4.514,4.69,4.868,5.046,5.224,5.402,5.58,5.752,5.924,6.096,6.268,6.44,6.614,6.788,6.962,7.136,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.56,7.56,7.599985,7.599985,7.599985
13.84337435,13.72099753,13.59970253,13.47947979,13.36031983,13.24115987,13.12199991,13.00283996,12.88368,12.76452004,12.64536008,12.52620012,12.40704016,12.2878802,12.16872025,12.42891026,12.78090954,12.60116005,12.76291382,12.9246676,13.08642137,13.24817514,13.40992892,13.57168269,13.73343647,13.89519024,14.3461504,14.04967022,13.99927044,12.93918991,12.86610985,12.86610985,6.565525952,6.654469967,6.744618918,6.834767869,6.92491682,7.01506577,7.105214721,7.195363672,7.285512623,7.375661574,7.465810525,7.555959476,7.646108427,7.736257377,7.826406328,7.916555279,8.00670423,8.096853181,8.187002132,8.277151083,8.367300034,8.363389969,8.359479904,8.355569839,8.387148221,8.418726603,8.450304985,8.481883367,8.513461749,8.545040131,8.545040131,8.545040131
,,,,,,,,,,13.95551359,14.0411227,14.12725698,14.21391964,14.46243,14.29856014,14.46555042,14.42228985,14.65060997,14.48534966,14.51568985,14.84086037,15.02554035,14.83032513,14.6351099,14.71424007,14.7209301,14.88391018,14.62086964,15.18157005,15.18157005,15.18157005,10.44884215,10.51662174,10.584841,10.6535028,10.72260998,10.79216545,10.86217212,10.9326329,11.00355075,11.07492863,11.14676952,11.2200206,11.29327168,11.36652276,11.43977383,11.51302491,11.58627599,11.65952707,11.73277815,11.80602922,11.8792803,11.95253138,12.02578246,12.09903353,12.17228461,12.24553569,12.31878677,12.39203784,12.46528892,12.53854,12.53854,12.53854
11.24841313,11.36073368,11.47417581,11.5887507,11.70446968,11.82370156,11.94293344,12.06216532,12.1813972,12.30062908,12.41986096,12.53909284,12.65832472,12.7775566,12.89678848,13.01602036,13.13525224,13.25448412,13.373716,13.49294788,13.61217976,13.72367954,13.7407198,13.96959972,13.92172654,13.87385337,13.82598019,13.90752983,14.11106968,14.13990486,14.13990486,14.13990486,8.174521818,8.355011902,8.535501986,8.71599207,8.896482153,9.076972237,9.286844428,9.496716618,9.706588809,9.916460999,10.12633319,10.16411018,10.15491445,10.14571871,10.13652297,10.12732724,10.1181315,10.10893576,10.09974003,10.19462967,10.23958833,10.28454699,10.32950565,10.37446431,10.41942297,10.46438163,10.50934029,10.57874966,10.64155006,10.63134003,10.82730007,10.82730007
