Expected Years of Schooling (1990),Expected Years of Schooling (1991),Expected Years of Schooling (1992),Expected Years of Schooling (1993),Expected Years of Schooling (1994),Expected Years of Schooling (1995),Expected Years of Schooling (1996),Expected Years of Schooling (1997),Expected Years of Schooling (1998),Expected Years of Schooling (1999),Expected Years of Schooling (2000),Expected Years of Schooling (2001),Expected Years of Schooling (2002),Expected Years of Schooling (2003),Expected Years of Schooling (2004),Expected Years of Schooling (2005),Expected Years of Schooling (2006),Expected Years of Schooling (2007),Expected Years of Schooling (2008),Expected Years of Schooling (2009),Expected Years of Schooling (2010),Expected Years of Schooling (2011),Expected Years of Schooling (2012),Expected Years of Schooling (2013),Expected Years of Schooling (2014),Expected Years of Schooling (2015),Expected Years of Schooling (2016),Expected Years of Schooling (2017),Expected Years of Schooling (2018),Expected Years of Schooling (2019),Expected Years of Schooling (2020),Expected Years of Schooling (2021),Mean Years of Schooling (1990),Mean Years of Schooling (1991),Mean Years of Schooling (1992),Mean Years of Schooling (1993),Mean Years of Schooling (1994),Mean Years of Schooling (1995),Mean Years of Schooling (1996),Mean Years of Schooling (1997),Mean Years of Schooling (1998),Mean Years of Schooling (1999),Mean Years of Schooling (2000),Mean Years of Schooling (2001),Mean Years of Schooling (2002),Mean Years of Schooling (2003),Mean Years of Schooling (2004),Mean Years of Schooling (2005),Mean Years of Schooling (2006),Mean Years of Schooling (2007),Mean Years of Schooling (2008),Mean Years of Schooling (2009),Mean Years of Schooling (2010),Mean Years of Schooling (2011),Mean Years of Schooling (2012),Mean Years of Schooling (2013),Mean Years of Schooling (2014),Mean Years of Schooling (2015),Mean Years of Schooling (2016),Mean Years of Schooling (2017),Mean Years of Schooling (2018),Mean Years of Schooling (2019),Mean Years of Schooling (2020),Mean Years of Schooling (2021)
12.75809093,12.73246956,12.70689964,11.70440006,11.86658802,12.02877598,12.19096394,12.35315189,12.51533985,12.97222042,13.15431976,13.3077898,13.46125984,13.67539024,14.01912975,14.36555004,14.32129955,14.72467041,14.87129974,14.87985039,15.10027027,15.32625008,15.43756962,16.1086998,16.24946976,16.36503983,16.41803932,16.44754982,16.58595085,16.73130035,16.73130035,16.73130035,8.387270623,8.466750993,8.546231363,8.625711733,8.705192103,8.784672473,8.857878077,8.931083681,9.004289285,9.077494889,9.150700493,9.288745346,9.426790199,9.564835053,9.702879906,9.736940066,9.771000226,9.805060387,10.1062603,9.97935009,9.85243988,9.544130325,9.776545048,10.00895977,10.13243484,10.25590992,10.42321491,10.59051991,10.76136507,10.9349663,10.9349663,10.9349663
8.630220413,8.670319557,8.771459579,8.812950134,8.806750298,8.94740963,9.08220005,9.119890213,9.309840202,9.499790192,9.689740181,9.87969017,10.1829422,10.48619423,10.78944626,11.09269829,11.39595032,11.72490025,11.99339962,12.2343502,12.42572021,12.63595018,12.84618015,13.05641012,13.26664009,13.47687006,13.68710003,13.89733,14.03231,14.2361149,14.2361149,14.2361149,4.143789768,4.322265768,4.500741768,4.679217768,4.857693768,5.036169767,5.214645767,5.393121767,5.571597767,5.750073767,5.928549767,6.008342791,6.088135815,6.167928839,6.247721863,6.327514887,6.407307911,6.487100935,6.566893959,6.646686983,6.726480007,6.821168836,6.915857665,7.010546494,7.105235322,7.199924151,7.299972725,7.400021299,7.500069873,7.600118446,7.600118446,7.600118446
5.553355463,5.65919955,5.767060971,5.876978174,5.988990343,6.103137406,6.219460053,6.337999749,6.458798751,6.58190012,6.712220764,6.842541409,6.972862053,7.103182697,7.233503342,7.363823986,7.49414463,7.624465275,7.754785919,7.885106564,8.015427208,8.145747852,8.276068497,8.406389141,8.536709785,8.892459869,9.4792099,9.954739571,10.21954966,10.48435974,10.67558002,10.67558002,4.585823318,4.792634958,4.999446597,5.206258237,5.413069877,5.619881517,5.957074408,6.294267299,6.63146019,6.509348929,6.387237668,6.265126407,6.143015146,6.020903885,5.898792624,5.776681364,5.654570103,5.532458842,5.410347581,5.28823632,5.166125059,5.044013798,4.921902537,4.799791276,4.677680016,4.828323715,4.921027531,5.013731346,5.106435161,5.199138977,5.199138977,5.199138977
8.152429581,8.102689743,7.971072257,7.83945477,7.707837284,7.576219797,7.444602311,7.312984824,7.181367338,7.049749851,7.280370235,8.555069923,8.284290314,8.423390388,8.461409569,8.420700073,8.196840286,8.967740059,9.401260376,9.870570183,10.23908997,10.60760975,11.20685005,11.52208519,11.83732033,12.15102959,12.10426044,12.43018527,12.76488609,13.10859922,13.10859922,13.10859922,3.029385616,3.14811658,3.266847544,3.385578507,3.504309471,3.623040434,3.743517442,3.863994449,3.984471456,4.104948463,4.225425471,4.335426216,4.445426962,4.555427708,4.665428453,4.775429199,4.860985335,4.94654147,5.032097606,5.117653741,5.203209877,5.348131494,5.493053112,5.637974729,5.782896347,5.927817964,5.983691359,6.039564753,6.095438148,6.151311543,6.151311543,6.15131
6.211513732,6.308457341,6.406913956,6.506907191,6.608461029,6.711599827,6.819668969,6.92773811,7.035807252,7.143876394,7.251945535,7.360014677,7.468083819,7.57615296,7.684222102,7.792291244,7.900360386,8.008429527,8.737790108,8.856789589,9.199039936,9.541290283,9.336259842,9.60517025,9.640296569,9.675551346,9.71093505,9.746448153,9.782091129,9.817864451,9.817864451,9.817864451,3.984181138,4.053481845,4.123987966,4.195720468,4.268700683,4.342950313,4.418491438,4.495346523,4.573538423,4.65309039,4.73402608,4.816369564,4.903110383,4.989851203,5.076592022,5.163332842,5.250073661,5.33681448,5.4235553,5.510296119,5.597036939,5.71830788,5.839578821,5.960849762,6.227059841,6.49326992,6.75948,6.889088258,7.018696516,7.018696516,7.018696516,7.018696516
11.00813007,10.81482029,10.72931957,10.57212658,10.41493359,10.25774059,10.1005476,9.943354607,9.786161613,9.62896862,9.471775627,9.314582634,9.157389641,8.909790039,9.112368902,9.314947764,9.517526627,9.720105489,9.922684352,10.12526321,10.32784208,10.53042094,10.7329998,10.94790996,11.16712334,11.39072609,11.6188061,11.85145304,12.08875833,12.33081527,12.33081527,12.33081527,4.39,4.524,4.658,4.792,4.926,5.06,5.136,5.212,5.288,5.364,5.44,5.476,5.512,5.548,5.584,5.62,5.63,5.64,5.65,5.66,5.67,5.758,5.846,5.934,6.022,6.11,6.124,6.138,6.152,6.166,6.166,6.166
8.941541632,9.490810394,10.07382011,10.25879955,10.38840008,10.45281029,11.00516987,11.36605501,11.72694016,11.66399956,11.65308952,11.65300989,11.65293026,11.9110651,12.16919994,12.69102955,13.0490799,13.31727028,13.51774025,13.94388962,13.9293499,14.02896976,13.75541973,14.28950977,14.22657967,14.29211044,14.41985989,14.40923977,14.39857006,14.51506042,14.44274998,14.44274998,6.340998417,6.39219122,6.443797317,6.495820045,6.54826277,6.600705494,6.653148218,6.705590942,6.758033666,6.81047639,6.862919114,6.915361838,6.967804562,7.020247286,7.07269001,7.284200191,6.803120136,7.188660145,7.321400166,7.247399807,7.393869877,7.518929958,7.625860214,7.833469868,7.992390156,8.047450066,8.221500397,8.362985134,8.504469872,8.643030167,8.862859726,8.862859726
8.155587341,8.171094053,8.186630249,8.202195985,8.217761721,8.233327457,8.248893193,8.264458929,8.280024665,8.295590401,8.631580353,8.967570305,9.303560257,9.639550209,9.800420189,9.961290169,10.12216015,10.28303013,10.44390011,10.60477009,10.76564007,10.92651005,11.08738003,11.24825001,11.24470043,11.37745339,11.51177361,11.64767958,11.78519004,11.92432393,11.92432393,11.92432393,,,,,,,,,,,2.762227737,2.762227737,2.789850015,2.817748515,2.845926,3.06537925,3.2848325,3.50428575,3.723739,3.94319225,4.1626455,4.38209875,4.601552,4.661372176,4.721970014,4.783355624,4.845539248,4.908531258,4.993590129,5.078649,5.078649,5.078649
,,,,,,,,,,11.53789997,11.26502991,11.5943203,11.52488995,11.41362,11.57098007,12.32139015,12.34261036,12.57143021,12.60636997,12.7974596,13.01834011,13.03555012,13.48058033,13.40017033,13.14307022,13.04734993,12.95409966,12.70419979,12.55461444,12.55461444,12.55461444,,,,,,,,,,,3.504169,3.66619611,3.828223219,3.990250329,4.152277438,4.314304548,4.476331657,4.638358767,4.800385876,4.962412986,5.124440095,5.286467205,5.448494314,5.610521424,5.772548533,5.858970165,5.973347954,6.076351994,6.181132228,6.287719287,6.287719287,6.287719287
9.794050217,10.03783989,10.30109024,10.45274687,10.6044035,10.75606012,10.90771675,11.05937338,11.21103001,11.36268663,11.51434326,11.66599989,11.81765652,11.96931314,12.12096977,12.43371119,12.7464526,13.05919402,13.37193544,13.68467685,13.99741827,14.31015968,14.50245953,14.7502203,15.11124039,15.23608017,15.4200201,15.66736984,15.8667202,16.54577065,16.54577065,16.54577065,6.246158944,6.207062733,6.489623811,6.7170524,6.73303985,6.962734944,6.941064556,7.114540012,7.321519931,7.30533652,7.142045964,7.332145083,7.485752501,7.633359768,7.666705062,7.825407987,7.836508898,8.012720108,8.288009644,8.359669685,8.230690002,8.351329803,8.412119865,8.581184864,8.750249863,8.584500313,8.564390182,8.643780231,8.72317028,8.763615131,8.804059982,8.804059982
12.21516037,12.10655022,11.98618984,11.89202023,11.36503983,11.2565403,11.73295975,11.72490025,11.90639019,12.08788013,12.33483982,12.61674976,12.97049046,13.38177967,14.37172985,14.8412199,16.11899948,17.01877975,17.48694992,17.29541969,16.34538078,15.64000034,14.70438957,13.97082043,13.96555996,13.76951981,13.81694984,14.09766006,14.2809,14.4114399,14.44305992,14.44305992,8.794557697,8.942269906,9.089982115,9.237694325,9.385406534,9.533118744,9.62629106,9.719463377,9.812635694,9.90580801,9.998980327,10.08533516,10.17168999,10.30446396,10.43723793,10.5700119,10.70278587,10.83555984,10.96833382,11.10110779,11.23388176,11.36665573,11.4994297,11.63700714,11.77623054,11.91711958,12.0596942,12.20397456,12.34998107,12.49773438,12.49773438,12.49773438
9.226169586,9.344320297,9.331640244,12.35991001,12.39344978,12.51867962,12.58349037,12.63119984,12.57108974,12.51097965,12.40380001,12.50660992,12.95118046,13.37049961,13.49674988,13.44655037,13.53201962,13.71588993,14.06836987,14.57304001,13.84634018,13.79706001,13.78989029,14.0009203,14.25613022,14.57015038,14.74003983,15.16886997,15.35606003,15.64826965,15.64826965,15.64826965,8.298367536,8.454519727,8.613610268,8.77569445,8.937778632,9.099862814,9.261946996,9.424031178,9.58611536,9.748199542,9.910283724,10.07236791,10.23445209,10.39653627,10.55862045,10.71990967,10.96681976,11.19272995,11.28384972,11.26194,11.44206047,11.57841015,11.80556011,11.87837982,11.88368034,11.86548042,12.08658028,12.18473005,12.28287983,12.36152506,12.44017029,12.44017029
11.83512974,11.82269955,11.63922977,11.86242008,12.39513016,12.72935963,13.08154011,13.27126026,13.13521957,13.20551014,13.87837982,14.32462025,14.57211971,14.83358955,14.60776043,14.84366035,15.00053978,15.29292965,15.46100044,15.83553982,16.01416016,16.07696915,16.07591057,16.61016083,16.74843979,16.8604393,16.83116913,16.78511047,16.23899078,16.21968079,16.21968079,16.21968079,9.10276631,9.287969589,9.476940982,9.665912374,9.854883766,10.04385516,10.23282655,10.42179794,10.61076934,10.79974073,10.98871212,11.17768351,11.3666549,11.5556263,11.74459769,11.93356908,12.12254047,12.14151001,12.19182014,12.29473972,12.38508034,12.46833038,12.5199604,12.59654045,12.63813972,12.67333984,12.73709011,12.78682041,12.8280654,12.86931038,12.86931038,12.86931038
14.56072642,14.68710995,14.81459045,15.50872993,15.65505028,15.7678299,15.85593033,15.93840981,15.9880929,16.03777599,16.08745909,16.13714218,16.18682528,16.23650837,16.28619146,16.33587456,16.38555765,16.43524075,16.48492384,16.53460693,16.58429003,16.63397312,16.68365622,16.73333931,16.73534012,16.78933907,16.87524033,16.97719002,16.93209076,17.01013947,17.01013947,17.01013947,10.3637846,10.5741328,10.78448099,10.99482919,11.20517738,11.41552557,11.61641992,11.81731426,12.0182086,12.21910294,12.41999728,12.76506286,13.11012844,13.45519401,13.80025959,13.70372963,13.60348034,13.68010998,13.75629044,13.82800961,13.85177994,13.93054962,13.97772026,14.00984955,14.03711987,14.08201981,14.1321497,14.10476494,14.07738018,14.09096691,14.09096691,14.09096691
2.601186608,2.692800045,2.787640095,2.571929932,2.739470005,2.829485059,2.919500113,2.99657011,3.009010077,3.021450043,2.971889973,3.385519981,3.548860073,3.808030128,4.067200184,4.357200146,4.50620985,4.972390175,5.337150097,5.583350182,6.019780159,6.456210136,6.530976109,6.605742082,6.680508055,6.755274027,6.83004,6.83112,7.13947,7.43298,7.43298,7.43298,,,,,,2.824621,2.824621,2.9264589,3.0282968,3.1301347,3.2319726,3.3338105,3.4356484,3.5374863,3.6393242,3.7411621,3.843,3.875428571,3.907857143,3.940285714,3.972714286,4.005142857,4.037571429,4.045678571,4.053785714,4.061892857,4.07,4.07,4.0,4.1,4.1,4.1
,,,,,,,,,,12.72753188,12.75800689,12.78855487,12.819176,12.84987045,12.88063839,12.91148,12.94752,12.98356,13.0196,13.05564,13.06678,13.09806731,13.12942954,13.16086686,13.19237946,13.22396751,13.2556312,13.2873707,13.3191862,13.3191862,13.3191862,,,,,,,,,,,7.775336266,7.750249863,7.78232741,7.789318555,7.796309699,7.803300844,7.810291988,7.817283133,7.824274277,7.831265422,7.838256566,7.845247711,7.852238855,7.893659876,7.935080896,7.976501917,8.017922938,8.059343959,8.100764979,8.142186,8.142186,8.142186
14.06153965,14.20090961,14.27690983,14.59694004,14.92171955,15.12403965,15.37061024,15.55623531,15.74186039,16.44960976,16.23390961,16.58344078,16.31981087,16.47481537,16.62981987,16.87528038,16.72458076,16.81782913,16.75205994,16.79486084,16.94296074,18.41773033,18.6777401,19.14090919,19.13853073,19.23700905,19.06605911,18.89341927,18.79369926,18.71479988,18.71479988,18.71479988,11.47511219,11.49547958,11.51588313,11.53628667,11.55669022,11.64894009,11.81353259,11.9781251,12.1427176,12.3073101,12.47190261,12.63649511,12.80108762,12.96568012,12.91676044,12.82844702,12.7401336,12.65182018,12.88381004,12.4705801,12.42588997,12.46644974,12.70141029,12.74561024,12.38759041,12.63831997,13.16281986,13.011765,12.86071014,12.91060019,12.96049023,12.96049023
9.143647877,9.316756071,9.493141561,9.672866393,9.855993789,10.04258817,10.23271516,10.42644165,10.62383579,10.82496701,11.02990605,11.24678139,11.46365672,11.68053205,11.89740739,12.11428272,12.33115805,12.54803338,12.76490872,12.98178405,13.19865938,13.41553472,13.63241005,13.69433022,13.75625038,14.0928297,14.14081955,14.22251987,14.34401997,14.46655802,14.46655802,14.46655802,5.26625239,5.397396418,5.528540447,5.659684475,5.790828503,5.921972532,6.03057618,6.139179829,6.247783477,6.356387126,6.464990774,6.542857541,6.620724308,6.698591075,6.776457842,6.854324609,7.012107268,7.169889927,7.193096638,7.216303349,7.239510059,7.330570221,7.429090023,7.516860008,7.650459766,7.718160152,9.044050217,8.936204255,9.106114462,9.306864107,9.306864107,9.306864107
9.658769608,9.710650444,9.820469856,9.840649605,9.914270401,9.901869774,10.05828953,10.30550639,10.55272325,10.79994011,10.99380493,11.18766975,11.52264977,11.74497032,12.05364037,12.26202011,12.34442043,12.57499981,13.06785488,13.56070995,13.99880028,14.33228016,14.33228016,14.33228016,14.3813828,14.43048545,14.47958809,14.52869073,14.57779338,14.62689602,14.62689602,14.62689602,4.614607921,4.830320362,5.046032803,5.261745244,5.477457686,5.693170127,5.876116121,6.059062116,6.24200811,6.424954105,6.607900099,6.695277291,6.782654482,6.870031674,6.957408865,7.044786056,7.268690109,7.327584982,7.386479855,7.446088607,7.506178401,7.566753118,7.627816672,7.689373008,7.751426102,7.813979964,7.877038634,7.940606186,8.004686727,8.069284397,8.069284397,8.069284397
11.82929039,11.66971016,11.8294235,11.98913683,12.14885017,12.3085635,12.46827684,12.62799018,12.78770351,12.94741685,13.10713019,13.26684352,13.42655686,13.5862702,13.74598353,13.90569687,14.06541021,14.22512354,14.38483688,14.54455021,14.70426355,14.86397689,15.02369022,14.91156006,15.05500507,15.19845009,15.07669004,14.95492999,14.83316994,14.62423038,14.62423038,14.62423038,6.75150013,6.808366579,6.865233029,6.922099478,6.978965928,7.035832377,7.092698827,7.149565276,7.206431725,7.263298175,7.320164624,7.377031074,7.433897523,7.490763973,7.547630422,7.604496872,7.661363321,7.718229771,7.72631979,7.739970207,7.849160194,7.907040119,8.097470284,8.288680077,8.361359596,8.701580048,8.692919731,8.765919685,8.782986323,8.800052961,8.817119598,8.817119598
9.697939873,9.745200157,9.912141442,10.07908273,10.24602401,10.4129653,10.57990658,10.74684787,10.91378915,11.08073044,11.18654537,11.29236031,11.3446703,11.19305038,11.2580204,11.35194836,11.44587631,11.53980427,11.63373222,11.72766018,11.9167099,11.98482037,12.4344101,12.73591995,12.73727036,12.93128538,13.12530041,13.32623959,13.60529995,13.78649972,13.78649972,13.78649972,5.305645579,5.468896212,5.632146845,5.795397478,5.958648111,6.121898744,6.333519936,6.341912937,6.350305939,6.35869894,6.367091942,6.375484943,6.383877945,6.392270947,6.400663948,6.40905695,6.417449951,6.656382647,6.895315344,7.13424804,7.373180736,7.612113432,7.851046129,8.089978825,8.328911521,8.567844217,8.806776914,9.04570961,9.305633501,9.573026174,9.573026174,9.573026174
,,,,,5.223760128,5.232279778,5.449133237,5.665986697,5.882840157,6.498770237,6.518129826,6.973889828,7.525204897,8.076519966,8.091277885,8.106035805,8.120793724,8.135551643,8.150309563,8.03085041,8.20396781,8.377085209,8.550202608,8.723320007,8.03470993,8.042153255,8.049603476,8.057060598,8.064524628,8.064524628,8.064524628,,,,,,,,,,,,,3.147506,3.3265146,3.5055232,3.6845318,3.8635404,4.042549,4.2215576,4.28812536,4.35469312,4.42126088,4.48782864,4.5543964,4.62096416,4.68753192,4.75409968,4.82066744,4.8872352,4.8872352,4.8872352,4.8872352
14.0401001,14.29535961,14.53036976,15.0120697,15.33172035,15.49759007,15.68964958,15.67298031,15.62370968,15.65079975,15.70853996,15.67422962,15.60286045,15.61771965,15.74748039,15.86876011,15.94079971,15.91744041,15.95044994,15.99135971,16.33000946,16.62454033,16.95605087,17.17250061,17.29005051,17.47447014,17.54027939,17.61613083,17.75741005,17.91690063,17.91690063,17.91690063,5.879199312,6.070390224,6.267798644,6.465207063,6.662615483,6.860023902,7.057432321,7.254840741,7.45224916,7.64965758,7.847065999,8.044474418,8.241882838,8.439291257,8.636699677,8.923020363,9.02989006,9.121709824,9.187439919,9.251560211,9.363030434,9.484009743,9.510689735,9.615365028,9.720040321,9.912139893,10.01107979,10.07671499,10.1423502,10.37387514,10.60540009,10.60540009
13.13125992,12.87829018,12.83745956,12.39554024,12.58990955,12.90907955,13.30634022,13.73643017,14.16652012,14.40664959,14.98546982,15.42988968,15.63121033,15.71774006,15.87446976,16.12035942,16.06500053,16.1149292,16.10434914,16.18021965,16.39779091,16.50271988,16.50991058,16.42387962,16.21989059,16.11494064,16.06361961,15.9211998,15.91049004,15.92895985,15.92895985,15.92895985,9.655532811,9.900291752,10.14505069,10.38980963,10.63456858,10.87932752,11.13860606,11.3978846,11.65716314,11.91644168,12.17572021,12.34650517,12.51729012,12.68807507,12.85886002,13.02964497,13.20042992,13.21786022,13.25249004,13.32087994,13.33069038,13.3991003,13.44874001,13.53934956,13.44295025,13.48861027,13.51035023,13.55548,13.65631008,13.60237026,13.54843044,13.54843044
2.947940876,2.770580053,2.603890022,2.43719999,2.270509958,2.502729893,2.884079933,3.232833306,3.581586679,3.930340052,4.308070183,4.871180058,5.240459919,5.439129829,5.791399956,6.612790108,7.119570096,7.626350085,8.133130074,8.126139641,8.187279701,8.333000183,8.405830383,8.573365192,8.744239102,8.918518663,9.096271752,9.277567601,9.462476818,9.651071421,9.651071421,9.651071421,,,,,,,,,,,1.468838635,1.537157989,1.605477342,1.673796695,1.742116048,1.810435402,1.916687661,2.02293992,2.060162425,2.09738493,2.134607434,2.171829939,2.273690987,2.375552034,2.477413082,2.57927413,2.681135178,2.854597012,3.028058847,3.201520681,3.201520681,3.201520681
14.99647045,15.21839046,15.76556015,15.87520027,16.21611977,16.3091507,16.52115059,16.72907066,17.03973007,17.27614021,17.7011795,17.99418068,18.06677055,18.25947952,17.03296089,17.14310074,17.13279915,17.08893013,17.04219055,16.81093979,16.93851089,17.05632019,17.06842041,19.30257034,19.26124001,19.31862068,19.31543922,19.39711952,19.47599983,19.05192947,19.05192947,19.05192947,9.184650421,9.40821809,9.63178576,9.855353429,10.0789211,10.30248877,10.52605644,10.74962411,10.97319177,11.19675944,11.42032711,11.64389478,11.86746245,12.09103012,12.13717985,12.18332958,12.23163033,12.27503967,12.32691956,12.37001038,12.41567993,12.45691967,12.4878397,12.54920959,12.59953022,12.63366985,12.68652487,12.73937988,12.80649996,12.87362003,12.87362003,12.87362003
12.40322751,12.48120975,12.55968229,12.63815482,12.71662736,12.79509989,12.87357243,12.95204496,13.0305175,13.10899003,13.18746257,13.2659351,13.34440764,13.42288017,13.91590977,13.96721478,14.0185198,14.06982481,14.12112983,14.17243484,14.22373985,14.27504487,14.32634988,14.3776549,14.42895991,14.48026493,14.53156994,14.58287496,14.63417997,14.68548499,14.73679,14.73679,6.602397357,6.826421353,7.050445349,7.274469346,7.498493342,7.722517338,7.69411993,7.834786328,7.975452727,8.116119125,8.256785523,8.397451921,8.538118319,8.678784717,8.819451115,8.960117513,9.100783912,9.24145031,9.380341244,9.519232178,9.658123112,9.797014046,9.93590498,10.07479591,10.21368685,10.35257778,10.49146872,10.63035965,10.77497021,10.92154799,10.92154799,10.92154799
14.08889008,14.47624969,14.69744968,14.79576015,15.58909988,15.70378017,15.79720974,15.76473045,15.69322014,15.03709984,14.93727016,14.8516798,14.62263966,14.66084003,14.63309956,15.19083023,15.16401005,15.09527016,15.05335999,15.02523994,15.13387966,15.19116974,15.26072025,15.41289043,15.44229031,15.42269993,15.52842999,15.64560032,15.74300957,15.81206989,15.81206989,15.81206989,7.552529812,7.744341952,7.936154093,8.127966234,8.319778374,8.511590515,8.703402655,8.895214796,9.087026937,9.278839077,9.470651218,9.662463358,9.854275499,10.04608764,10.23789978,10.31739044,10.44354534,10.56970024,10.65437031,10.63230991,10.7787199,10.85153961,10.9350996,11.08078957,11.22550011,11.33419037,11.35085964,11.40970039,11.50988007,11.61005974,11.61005974,11.61005974
,,,,,,,,,,10.05416,10.216853,10.379546,10.542239,10.704932,10.867625,11.030318,11.193011,11.355704,11.1116645,11.17267438,11.20826347,11.21207659,11.17616973,11.19229604,11.084,11.25026,11.4190139,11.54947988,11.54947988,11.54947988,11.54947988,,,,,,,,,,,4.839572193,5.075428493,5.311284794,5.547141094,5.782997395,6.018853695,6.254709996,6.490566296,6.726422597,6.962278898,7.198135198,7.27011655,7.342817716,7.416245893,7.490408352,7.565312435,7.64096556,7.717375215,7.717375215,7.804956,7.804956,7.804956
11.83213,11.87458,11.91703,11.95948,12.00193,12.04438,12.08683,12.12928,12.17173,12.15069008,12.16875505,12.18682003,12.31002111,12.33315222,12.35628333,12.37941444,12.40254556,12.42567667,12.44880778,12.47193889,12.49507,12.51824401,12.541461,12.56472105,12.62691579,12.68911053,12.75130526,12.8135,12.9,12.97731,12.97731,12.97731,4.32,4.5,4.68,4.86,5.04,5.22,5.406,5.592,5.778,5.964,6.15,6.304,6.458,6.612,6.766,6.92,7.05,7.18,7.31,7.44,7.57,7.852,8.134,8.416,8.698,8.98,9.094,9.208,9.322,9.436,9.436,9.436
13.6549902,13.92667007,14.27546978,14.48675315,14.69803651,14.90931988,15.12060324,15.33188661,15.54316998,15.8917799,16.09623909,16.1175499,16.10576057,16.08025932,16.5434494,16.62688065,16.06059074,15.86334991,15.9672699,16.11256027,16.36290932,15.72978973,15.67329979,17.6342907,17.48591042,17.32865906,17.41354465,17.49843025,17.24805069,17.30971909,17.30971909,17.30971909,9.635440148,9.724416059,9.81339197,9.902367882,9.991343793,10.0803197,10.20401792,10.32771614,10.45141436,10.57511258,10.69881079,10.95271766,11.20662453,11.4605314,11.71443827,11.96834514,12.24829374,12.52824234,12.80819094,13.08813953,13.21277046,13.18756962,13.33852959,12.83395004,12.88897991,12.97976335,13.07054679,13.16133022,13.24292692,13.32452361,13.4061203,13.4061203
12.79429197,12.4276104,12.07143784,11.71526527,11.35909271,11.00292015,11.24497986,11.86952019,12.28580523,12.70209026,13.19787979,13.37042046,13.54679012,13.68500042,13.67243958,13.7594099,13.3165102,13.69944,13.14264011,13.50502968,13.63837981,13.77172995,13.90508008,14.03843021,14.21273994,14.46463966,14.68717003,15.02781963,15.2750597,15.6153698,15.56851959,15.56851959,,,,,,,,,,,11.80588996,11.86248939,11.91936016,11.97705412,12.03474808,12.09244204,12.15013599,12.20782995,12.26552391,12.32321787,12.38091183,12.43860579,12.49629974,12.55731964,12.61833954,12.71645498,12.81457043,12.87436008,12.84828997,12.82221985,12.82221985,12.82221985
6.751592319,6.826328267,6.901891496,6.978291163,7.055536528,7.13363695,7.212601896,7.292440935,7.373163743,7.454780102,7.744860172,7.333590031,7.619709969,7.4646101,7.844389915,8.44274044,8.819199562,9.453829765,10.03230953,10.13710022,10.50872993,10.88035965,11.13860035,11.34636021,11.05138016,11.55659962,11.52073956,11.46961975,11.48332977,11.86730957,12.04778004,12.04778004,5.506158276,5.67437085,5.842583425,6.010796,6.179008574,6.347221149,6.452634362,6.558047576,6.663460789,6.768874002,6.874287216,6.937086577,6.999885938,7.062685299,7.125484661,7.188284022,7.266783223,7.345282425,7.423781626,7.502280828,7.580780029,7.621151047,7.661522065,7.701893083,7.742264101,7.782635119,7.919448013,8.056260907,8.193073801,8.329886695,8.329886695,8.329886695
2.662970066,2.814340115,2.986715078,3.159090042,3.382879972,3.611449957,3.840019941,4.186532468,4.533044994,4.87955752,5.226070046,5.572582573,5.919095099,6.265607625,6.612120152,7.093309879,7.557199955,7.845734835,8.134269714,8.279879888,8.425490061,8.571100235,8.558400154,8.783830166,9.009260178,9.163121769,9.319611033,9.478772845,9.640652849,9.805297465,9.805297465,9.805297465,1.313318515,1.325962177,1.338727563,1.351615845,1.364628206,1.37776584,1.391029954,1.4046821,1.418334246,1.431986392,1.445638537,1.459290683,1.472942829,1.486594975,1.500247121,1.513899267,1.527551413,1.541203558,1.554855704,1.56850785,1.582159996,1.654532492,1.726904988,1.799277484,1.871649981,1.936037481,2.000424981,2.064812481,2.129199982,2.202125952,2.202125952,2.202125952
4.672284859,4.823235838,4.979063703,5.139926015,5.305985425,5.47740984,5.666175989,5.854942138,6.043708288,6.232474437,6.421240587,6.610006736,6.798772885,6.987539035,7.176305184,7.365071333,7.553837483,7.742603632,7.931369781,7.964540005,7.954999924,8.079072273,8.205079751,8.33305254,8.488134505,8.643216471,8.798298437,8.953380402,9.108462368,9.263544333,9.418626299,9.418626299,1.467416885,1.525271461,1.585407019,1.64791349,1.71288435,1.78041676,1.850611711,1.923574178,1.999413273,2.078242411,2.160179477,2.245347004,2.333872358,2.425887925,2.521531309,2.620945543,2.724279296,2.831687099,2.943329577,3.059373686,3.179992966,3.305367797,3.435685674,3.571141481,3.723476614,3.875811747,4.02814688,4.180482013,4.332817146,4.485152279,4.637487411,4.637487411
6.391058292,6.523525584,6.658738521,6.796754014,6.93763015,7.081426221,7.22820275,7.378021512,7.530945563,7.687039267,7.846368321,8.008999784,8.175002105,8.344445152,8.517400239,8.693940163,9.186900139,9.296604957,9.406309776,9.516014595,9.625719413,9.735424232,9.84512905,9.954833869,10.06453869,10.17424351,10.28394832,10.39365314,10.50335796,10.61306278,10.61306278,10.61306278,,,,,,,,,,,,,,,,2.204978486,2.340608358,2.464599282,2.588590205,2.712581128,2.836572051,2.960562974,3.084553897,3.208544821,3.332535744,3.382772395,3.433009046,3.483245697,3.533482349,3.583719,3.583719,3.583719
